layer,head,patched_logit_difference,indirect_effect,normalized_restoration
18,4,2.9791353665865383,0.0013446514423076923,0.02560392884239598
18,5,2.9801269531250005,0.0023362379807692307,-0.013795936919350018
18,6,2.980596454326923,0.0028057391826923073,0.016814425323157443
18,7,2.9807279146634618,0.0029371995192307688,0.06657015545428793
18,8,2.9780724158653844,0.0002817007211538451,0.09387152982120517
18,9,2.980419921875,0.002629206730769231,0.057751911728766044
18,10,2.981640625,0.003849909855769232,0.013713929827049177
18,11,2.9809833233173078,0.003192608173076923,0.025514367825478626
18,12,2.9818960336538463,0.004105318509615385,-0.008534564816247852
18,13,2.9814678485576924,0.003677133413461539,-0.0015851380803101312
18,14,2.9794546274038463,0.001663912259615385,0.020935868236167866
18,15,2.98057391826923,0.0027832031250000005,0.005106118303195803
18,16,2.9807917668269233,0.0030010516826923074,-0.010176235552268011
18,17,2.9819711538461533,0.004180438701923076,0.04824038823518647
18,18,2.9775540865384618,-0.0002366286057692312,0.05949290414618147
18,19,2.9819598858173078,0.004169170673076923,-0.01932095469548161
18,20,2.9762770432692305,-0.0015136718750000005,0.051509736958355506
18,21,2.9822528545673075,0.004462139423076924,-0.03301023066100096
18,22,2.981516676682692,0.0037259615384615382,0.02791180145633025
18,23,2.982181490384615,0.004390775240384615,0.015654343347022967
19,0,2.9831805889423078,0.005389873798076923,-0.009748059165783241
19,1,2.978819861778846,0.0010291466346153846,0.01094484800208233
19,2,2.9766000600961537,-0.0011906550480769232,0.07855393444026323
19,3,2.9806640625,0.0028733473557692297,0.03513640507959344
19,4,2.9837176983173075,0.005926983173076923,-0.026940306179848203
19,5,2.97705078125,-0.0007399338942307693,0.02946565761306124
19,6,2.9794771634615387,0.0016864483173076926,-0.02033818518790604
19,7,2.9764798677884623,-0.0013108473557692309,0.05270355876812445
19,8,2.9820612980769234,0.004270582932692307,-0.0032700152236216575
19,9,2.9804612379807693,0.002670522836538462,-0.01915549453954494
19,10,2.980878155048077,0.0030874399038461533,-0.00904249215814187
19,11,2.9839731069711535,0.006182391826923077,0.0185927397604706
19,12,2.982042518028846,0.004251802884615385,-0.005641917092813572
19,13,2.9811673677884616,0.003376652644230769,0.020765291730134437
19,14,2.9813701923076925,0.0035794771634615388,0.01710740906042314
19,15,2.980021784855769,0.002231069711538462,0.0251453656701277
19,16,2.9810471754807697,0.0032564603365384612,0.006858682870246358
19,17,2.980063100961539,0.0022723858173076916,0.04231751990599755
19,18,2.983698918269231,0.005908203125000001,0.019012500880181665
19,19,2.982177734375,0.004387019230769231,0.02762077557423367
19,20,2.981122295673077,0.0033315805288461533,-0.02371213559984864
19,21,2.985062349759615,0.007271634615384614,0.03829921415922772
19,22,2.9819974459134615,0.004206730769230768,0.02430728262126495
19,23,2.978695913461538,0.0009051983173076925,-0.00410021418116307
20,0,2.9801908052884616,0.0024000901442307694,0.052694807924364546
20,1,2.9829627403846155,0.005172025240384615,-0.0057131904387319014
20,2,2.981772085336539,0.003981370192307692,-0.003962089220545418
20,3,2.984104567307692,0.0063138521634615394,0.005832695152608238
20,4,2.9804349459134616,0.0026442307692307694,0.022310156379637038
20,5,2.9833646334134616,0.005573918269230769,0.000167512851786871
20,6,2.9824631911057695,0.004672475961538461,-0.01034365941163625
20,7,2.980682842548077,0.002892127403846154,-0.013015306608054954
20,8,2.981268780048077,0.0034780649038461536,0.011540104298361855
20,9,2.9810997596153848,0.003309044471153846,0.004401767327429825
20,10,2.981253756009615,0.0034630408653846157,-0.02404629984486845
20,11,2.9853816105769226,0.007590895432692308,0.016384744937121727
20,12,2.9836050180288463,0.005814302884615385,0.008213800273725378
20,13,2.9843374399038463,0.006546724759615385,0.001263168699457756
20,14,2.981159855769231,0.0033691406249999997,0.016085481597054793
20,15,2.9830115685096152,0.005220853365384615,0.014449195779514019
20,16,2.9834923377403846,0.005701622596153847,0.02428220522254477
20,17,2.979064002403846,0.0012732872596153842,-0.006725163136825725
20,18,2.979743840144231,0.001953125,0.03502081393470956
20,19,2.977835787259615,4.507211538461549e-05,0.010846494880228763
20,20,2.9836688701923078,0.005878155048076923,0.014357729837503434
20,21,2.985137469951923,0.007346754807692308,0.013536321421642529
20,22,2.9806790865384616,0.0028883713942307694,-0.007455774243377362
20,23,2.9808706430288465,0.003079927884615384,-0.007221039509764544
21,0,2.978763521634615,0.0009728064903846156,0.01576770015674365
21,1,2.980671574519231,0.0028808593749999997,-0.01482854344126195
21,2,2.9780949519230777,0.0003042367788461539,0.01686216538097378
21,3,2.982249098557692,0.004458383413461538,0.011628277998176836
21,4,2.983094200721154,0.005303485576923076,-0.005290853726942471
21,5,2.983060396634616,0.005269681490384615,0.008841035890189173
21,6,2.9806039663461537,0.0028132512019230773,-0.0005647883168393148
21,7,2.975371844951923,-0.0024188701923076924,0.08829249679776749
21,8,2.9866736778846152,0.008882962740384616,0.005372668298496171
21,9,2.980074368990385,0.0022836538461538467,0.019950143300870613
21,10,2.9818096454326923,0.004018930288461538,0.030916660186137902
21,11,2.979202974759615,0.0014122596153846158,0.0075276691915934545
21,12,2.9780649038461537,0.00027418870192307736,0.09084419194321487
21,13,2.984010667067307,0.006219951923076923,0.03182107028092685
21,14,2.980089393028846,0.0022986778846153847,0.012843157249654603
21,15,2.98173828125,0.0039475661057692315,0.006144271117911416
21,16,2.9816180889423074,0.0038273737980769234,0.02718752181021196
21,17,2.981595552884615,0.0038048377403846157,-9.145768643950985e-05
21,18,2.984247295673077,0.006456580528846154,0.014937748354088228
21,19,2.9822753906250004,0.004484675480769231,0.019035051193402
21,20,2.982632211538461,0.004841496394230769,0.009055856628667903
21,21,2.984089543269231,0.006298828124999999,0.030104963974791996
21,22,2.9804725060096158,0.0026817908653846154,0.03464955111237067
21,23,2.9837890625000005,0.005998347355769231,0.016024510824649705
22,0,2.9810434194711544,0.0032527043269230766,0.043956918001750236
22,1,2.982823768028846,0.005033052884615385,0.013535682046064602
22,2,2.9817270132211537,0.003936298076923076,0.0014175908293312287
22,3,2.9803185096153846,0.002527794471153846,0.013349862273417723
22,4,2.9841646634615384,0.006373948317307693,0.03510639687036106
22,5,2.9844726562500004,0.006681941105769231,0.02984119203479058
22,6,2.9828087439903843,0.005018028846153846,0.006623859153436374
22,7,2.977858323317307,6.760817307692297e-05,0.013283631511995388
22,8,2.9794133112980767,0.001622596153846154,0.025101764392545363
22,9,2.982974008413462,0.00518329326923077,0.0124060759489705
22,10,2.9806039663461537,0.0028132512019230773,0.024376365450793285
22,11,2.9833383413461543,0.005547626201923076,0.03314473594078259
22,12,2.9863544170673078,0.008563701923076924,0.020304481919557634
22,13,2.984510216346154,0.006719501201923077,-0.003540982848007197
22,14,2.9774864783653845,-0.00030423677884615363,0.0935432212197511
22,15,2.982850060096154,0.005059344951923076,0.014701708056733365
22,16,2.979064002403846,0.0012732872596153846,-0.017248158779523702
22,17,2.979743840144231,0.001953125,0.0006827062642507197
22,18,2.973692908653846,-0.004097806490384616,0.07443898322194373
22,19,2.985107421875,0.0073167067307692325,0.014317015790586984
22,20,2.9797851562499997,0.0019944411057692306,0.0897313286509034
22,21,2.9843825120192307,0.006591796875,0.006726575625018032
22,22,2.981670673076923,0.0038799579326923082,0.027223369303178806
22,23,2.9761380709134615,-0.0016526442307692314,0.07033883806672067
23,0,2.980187049278846,0.0023963341346153843,-0.009844167159276095
23,1,2.9826171875,0.004826472355769231,-0.012457374548436869
23,2,2.9800555889423075,0.0022648737980769233,-0.009647816952173146
23,3,2.9835336538461537,0.005742938701923078,0.03299549786558221
23,4,2.9859487680288463,0.008158052884615385,0.028171641864233425
23,5,2.9830228365384617,0.005232121394230769,0.030612261079863805
23,6,2.984637920673077,0.006847205528846153,0.02187074391207187
23,7,2.9786095252403846,0.0008188100961538461,0.01900157083539049
23,8,2.978729717548077,0.0009390024038461539,0.024363849461372898
23,9,2.9807654747596155,0.0029747596153846157,0.01622991961063994
23,10,2.983777794471154,0.0059870793269230765,0.011623462865518271
23,11,2.981595552884615,0.0038048377403846153,-0.0006766216631537375
23,12,2.983221905048077,0.005431189903846154,0.023159151449497425
23,13,2.9809044471153845,0.003113731971153846,0.027014494530210844
23,14,2.9782189002403845,0.00042818509615384637,0.09404559829668739
23,15,2.980521334134615,0.002730618990384614,0.08032061251151187
23,16,2.9817157451923078,0.003925030048076923,-0.0015765011943103624
23,17,2.9798865685096154,0.0020958533653846157,0.03229623838211307
23,18,2.978894981971154,0.0011042668269230771,0.009565952064281137
23,19,2.980217097355769,0.002426382211538462,0.03748651264254736
23,20,2.979830228365384,0.002039513221153846,0.0220124935368724
23,21,2.978782301682692,0.0009915865384615382,0.07095273270721134
23,22,2.983492337740385,0.005701622596153847,-0.008923533676088584
23,23,2.9814077524038467,0.003617037259615384,0.03464762715015478
24,0,2.9817270132211537,0.003936298076923078,-0.005118755744962391
24,1,2.981869741586538,0.0040790264423076926,-0.004342184999241502
24,2,2.9797250600961536,0.0019343449519230774,0.01376869873738749
24,3,2.9855694110576922,0.007778695913461539,0.022714297809657162
24,4,2.979890324519231,0.0020996093749999995,0.018617140609988904
24,5,2.9826134314903845,0.004822716346153846,0.023719268971852205
24,6,2.9833458533653845,0.0055551382211538455,-0.0035995502142795108
24,7,2.9808819110576925,0.003091195913461538,-0.006446210272121842
24,8,2.981328876201923,0.0035381610576923073,0.029382251184806658
24,9,2.982260366586538,0.004469651442307691,0.034358068248005996
24,10,2.977024489182692,-0.0007662259615384617,0.09330502050442682
24,11,2.979052734375,0.001262019230769231,0.029429040439554913
24,12,2.9805401141826926,0.002749399038461539,0.02712615383973889
24,13,2.9820988581730767,0.004308143028846154,0.011333641073732857
24,14,2.9825458233173077,0.004755108173076923,-0.0007312938354369044
24,15,2.9842735877403848,0.006482872596153846,0.007456570146687431
24,16,2.98271484375,0.004924128605769231,0.03017510266475545
24,17,2.981794621394231,0.00400390625,0.017664172724354943
24,18,2.9809232271634616,0.0031325120192307694,-0.010883924027201345
24,19,2.9800330528846155,0.002242337740384615,0.029777083544683582
24,20,2.983094200721154,0.005303485576923076,-0.0012580920536303677
24,21,2.9823467548076925,0.004556039663461539,-0.0022478183339233893
24,22,2.981599308894231,0.0038085937500000003,0.024232318130916735
24,23,2.98340594951923,0.005615234375,0.0032175832510302847
25,0,2.979533503605769,0.0017427884615384619,0.03753587992800251
25,1,2.981002103365385,0.003211388221153846,0.005725147560033674
25,2,2.980731670673077,0.002940955528846154,0.0017337907336845613
25,3,2.9783390925480764,0.0005483774038461536,0.009159292614743325
25,4,2.9829251802884613,0.00513446514423077,0.007884777072791309
25,5,2.9806152343750005,0.0028245192307692303,0.004200394417001511
25,6,2.9827674278846152,0.004976712740384615,0.016833094725134362
25,7,2.981407752403846,0.0036170372596153843,0.0033933723464799883
25,8,2.977317457932692,-0.0004732572115384613,0.004215018371467588
25,9,2.979319411057692,0.0015286959134615382,-0.00895531504534982
25,10,2.9812161959134613,0.00342548076923077,-0.01317602652597071
25,11,2.9815467247596152,0.0037560096153846155,0.015491385788979933
25,12,2.9841909555288457,0.006400240384615384,0.0031121330770356786
25,13,2.9820838341346154,0.004293118990384616,0.016223297576184174
25,14,2.981013371394231,0.0032226562499999994,0.03462972288714419
25,15,2.981685697115385,0.0038949819711538458,-0.012123469691104697
25,16,2.9836050180288463,0.005814302884615384,0.012140132113342595
25,17,2.9826509915865387,0.004860276442307692,0.0019409059813292294
25,18,2.981283804086538,0.0034930889423076925,-0.008836595248376738
25,19,2.980284705528846,0.0024939903846153853,0.01891389357386211
25,20,2.9820350060096157,0.004244290865384614,0.005858995257148559
25,21,2.9819711538461537,0.004180438701923077,0.0028343174129965036
25,22,2.98252704326923,0.0047363281250000005,-0.011307280808283023
25,23,2.9809382512019225,0.003147536057692308,0.018464423746228916
26,0,2.981039663461538,0.0032489483173076925,0.0031119935164547665
26,1,2.983308293269231,0.005517578125,0.0025411515566354783
26,2,2.9842510516826923,0.006460336538461538,0.0050969500086737295
26,3,2.985355318509615,0.0075646033653846145,0.013776292607790048
26,4,2.9831430288461536,0.005352313701923077,0.006883608075681978
26,5,2.98173828125,0.003947566105769231,-0.0005619248271120399
26,6,2.9843487079326922,0.006557992788461539,0.014148982644721171
26,7,2.9831392728365387,0.0053485576923076915,0.009948213411191233
26,8,2.9839993990384617,0.006208683894230769,0.009453552746070739
26,9,2.982594651442308,0.004803936298076923,0.0007589201256335017
26,10,2.9835411658653848,0.005750450721153846,0.00825067487715184
26,11,2.9828425480769236,0.005051832932692308,0.011588116207900769
26,12,2.982692307692308,0.004901592548076923,0.009413170624067331
26,13,2.981903545673077,0.004112830528846154,0.01590535913802498
26,14,2.9831167367788463,0.005326021634615385,0.011725198215284005
26,15,2.9840369591346154,0.006246243990384615,0.01252638261840913
26,16,2.9839167668269226,0.006126051682692308,0.008269236259633954
26,17,2.983913010817308,0.006122295673076923,0.010047342004527225
26,18,2.9832970252403843,0.005506310096153846,0.01748101178963182
26,19,2.9841609074519235,0.006370192307692308,0.01995340821985391
26,20,2.9846829927884615,0.00689227764423077,0.010518359509562857
26,21,2.9827373798076926,0.004946664663461538,0.003902549611397408
26,22,2.982981520432692,0.005190805288461538,0.0033232204265663855
26,23,2.983759014423077,0.005968299278846154,0.009674709773150499
27,0,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,1,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,2,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,3,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,4,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,5,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,6,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,7,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,8,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,9,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,10,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,11,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,12,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,13,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,14,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,15,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,16,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,17,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,18,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,19,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,20,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,21,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,22,2.9838078425480767,0.006017127403846153,0.015985357136206593
27,23,2.9838078425480767,0.006017127403846153,0.015985357136206593
