ABBR,layer,head,patched_logit_difference,indirect_effect,normalized_restoration,c_to_b_patched_logit_difference,c_to_b_indirect_effect,c_to_b_normalized_restoration,indirect_effect_difference_a_minus_c,count,c_to_b_count
ANC,5,13,2.3515625,0.00078125,0.002295297930002133,2.35078125,0.0,-4.029403953529232e-05,0.00078125,5,5
ANC,5,14,2.374609375,0.023828125,0.014303236924643508,2.347265625,-0.003515625,0.0013758401537831003,0.02734375,5,5
ANC,5,15,2.36171875,0.0109375,0.00970608128909128,2.34375,-0.00703125,0.002076589289115448,0.01796875,5,5
ANC,5,16,2.3890625,0.03828125,0.023293637372972777,2.332421875,-0.018359375,0.004748333972881469,0.056640625,5,5
ANC,5,17,2.41640625,0.065625,0.04510852766783737,2.192578125,-0.158203125,0.046758577197065734,0.223828125,5,5
ANC,5,18,2.366015625,0.015234375,0.01002785488753678,2.338671875,-0.012109375,0.0039012392458076563,0.02734375,5,5
ANC,5,19,2.30078125,-0.05,-0.03442067639998272,2.510546875,0.159765625,-0.04629060415396911,-0.209765625,5,5
ANC,5,20,2.33671875,-0.0140625,-0.008755499536522627,2.353125,0.00234375,-0.00042671026689344415,-0.01640625,5,5
ANC,5,21,2.330859375,-0.019921875,-0.012599286955128092,2.357421875,0.006640625,-0.0017345613120099991,-0.0265625,5,5
ANC,5,22,2.36640625,0.015625,0.011092737643007042,2.342578125,-0.008203125,0.002238488768579342,0.023828125,5,5
ANC,5,23,2.3453125,-0.00546875,-0.0034764493198617048,2.36875,0.01796875,-0.005340666426239709,-0.0234375,5,5
ANC,5,24,2.36875,0.01796875,0.01212777517102475,2.35,-0.00078125,0.00024991266393997275,0.01875,5,5
ANC,5,25,2.34375,-0.00703125,-0.0045404447733030815,2.35234375,0.0015625,-0.0008437632021506859,-0.00859375,5,5
ANC,5,26,2.357421875,0.006640625,0.003973359633009057,2.34765625,-0.003125,0.001042554293977395,0.009765625,5,5
ANC,5,27,2.35234375,0.0015625,0.001754470866560224,2.369140625,0.018359375,-0.005153349281221334,-0.016796875,5,5
ANC,5,28,2.350390625,-0.000390625,0.0019077079040709286,2.36640625,0.015625,-0.004318007670862616,-0.016015625,5,5
ANC,5,29,2.35234375,0.0015625,0.0016597130407303422,2.358984375,0.008203125,-0.002366258684647207,-0.006640625000000001,5,5
ANC,5,30,2.359765625,0.008984375,0.006852465949682493,2.344140625,-0.006640625,0.001749681479841153,0.015625,5,5
ANC,5,31,2.353515625,0.002734375,0.0038636996918296126,2.35234375,0.0015625,-0.0006159453217152267,0.0011718749999999997,5,5
ANC,6,0,2.35625,0.00546875,0.004243063094774016,2.340234375,-0.010546875,0.0027358106036457224,0.016015625,5,5
ANC,6,1,2.3484375,-0.00234375,-0.0014776200362608817,2.352734375,0.001953125,-0.0007636922018257577,-0.004296875,5,5
ANC,6,2,2.352734375,0.001953125,0.0023832873500460074,2.337109375,-0.013671875,0.0035683910730174447,0.015625,5,5
ANC,6,3,2.34375,-0.00703125,-0.0031184093485818335,2.351171875,0.000390625,-0.00044134683381158966,-0.0074218750000000005,5,5
ANC,6,4,2.355859375,0.005078125,0.0032695436609498077,2.343359375,-0.007421875,0.0015706352547223783,0.0125,5,5
ANC,6,5,2.361328125,0.010546875,0.011731683132003196,2.40078125,0.05,-0.014265968948493187,-0.039453125000000006,5,5
ANC,6,6,2.351953125,0.001171875,-0.0008927285514011521,2.345703125,-0.005078125,0.0009172099617364753,0.00625,5,5
ANC,6,7,2.379296875,0.028515625,0.019505683817457473,2.319921875,-0.030859375,0.008310538570564944,0.059375,5,5
ANC,6,8,2.340234375,-0.010546875,-0.007864591578645988,2.351953125,0.001171875,-0.0003017894145975109,-0.01171875,5,5
ANC,6,9,2.35859375,0.0078125,0.005553464952896831,2.346484375,-0.004296875,0.0009629658315658728,0.012109375,5,5
ANC,6,10,2.362109375,0.011328125,0.008720866777304423,2.35546875,0.0046875,-0.0015020996040668868,0.006640625,5,5
ANC,6,11,2.3625,0.01171875,0.009241557152215649,2.35078125,0.0,0.00021847628823509725,0.01171875,5,5
ANC,6,12,2.35,-0.00078125,0.00045797840781318757,2.35,-0.00078125,0.0002274902076866118,0.0,5,5
ANC,6,13,2.34765625,-0.003125,-0.0022279409283968736,2.35,-0.00078125,0.00048382987667734266,-0.0023437500000000003,5,5
ANC,6,14,2.342578125,-0.008203125,-0.005337752948305559,2.345703125,-0.005078125,0.0013913807227513557,-0.003125,5,5
ANC,6,15,2.354296875,0.003515625,0.000658461121927285,2.354296875,0.003515625,-0.0011219875621399581,0.0,5,5
ANC,6,16,2.352734375,0.001953125,0.003943906641254031,2.353125,0.00234375,-0.000254637916889989,-0.0003906249999999999,5,5
ANC,6,17,2.359375,0.00859375,0.005448327609581111,2.35703125,0.00625,-0.0018719927015215549,0.0023437500000000003,5,5
ANC,6,18,2.376953125,0.026171875,0.019788622057647882,2.368359375,0.017578125,-0.004582359858619539,0.00859375,5,5
ANC,6,19,2.36640625,0.015625,0.009107646125071495,2.348828125,-0.001953125,0.00048591764410274677,0.017578125,5,5
ANC,6,20,2.37578125,0.025,0.018184319076769886,2.334375,-0.01640625,0.0049677909809267805,0.041406250000000006,5,5
ANC,6,21,2.291796875,-0.058984375,-0.03877718001536047,2.366015625,0.015234375,-0.004983268061857029,-0.07421875,5,5
ANC,6,22,2.419921875,0.069140625,0.046701901176661266,2.31796875,-0.0328125,0.00926012007392793,0.101953125,5,5
ANC,6,23,2.348046875,-0.002734375,-0.0026653735285506737,2.35859375,0.0078125,-0.002324071486862947,-0.010546875,5,5
ANC,6,24,2.344921875,-0.005859375,-0.0024793256378736845,2.362890625,0.012109375,-0.003616066469254759,-0.01796875,5,5
ANC,6,25,2.350390625,-0.000390625,0.0004302934495344142,2.35,-0.00078125,6.806565174338171e-05,0.000390625,5,5
ANC,6,26,2.36015625,0.009375,0.005482772126978194,2.356640625,0.005859375,-0.0020217239244204196,0.0035156249999999997,5,5
ANC,6,27,2.34609375,-0.0046875,-0.0035682506419661064,2.35625,0.00546875,-0.00150530515555992,-0.010156249999999999,5,5
ANC,6,28,2.35234375,0.0015625,0.001338289113579116,2.36171875,0.0109375,-0.003495799111276477,-0.009375,5,5
ANC,6,29,2.345703125,-0.005078125,-0.0018352039427695834,2.35234375,0.0015625,-0.0007338703624339419,-0.006640625000000001,5,5
ANC,6,30,2.34765625,-0.003125,-0.0029520870786436683,2.33984375,-0.0109375,0.0031701240789955795,0.007812499999999999,5,5
ANC,6,31,2.34609375,-0.0046875,-0.0033815567582163183,2.34921875,-0.0015625,0.000355384423481307,-0.0031249999999999997,5,5
ANC,7,0,2.353125,0.00234375,0.002128876977415363,2.360546875,0.009765625,-0.00273423009212738,-0.007421875,5,5
ANC,7,1,2.34609375,-0.0046875,-0.004105579727211912,2.353515625,0.002734375,-0.0006584935335837682,-0.007421875,5,5
ANC,7,2,2.3375,-0.01328125,-0.01115105139457233,2.35703125,0.00625,-0.002461393698959488,-0.01953125,5,5
ANC,7,3,2.3375,-0.01328125,-0.008251644698252153,2.355078125,0.004296875,-0.001622003268356776,-0.017578125,5,5
ANC,7,4,2.3515625,0.00078125,0.0004250017583778163,2.344140625,-0.006640625,0.001940384313115682,0.007421875,5,5
ANC,7,5,2.341015625,-0.009765625,-0.006811742406124364,2.3703125,0.01953125,-0.005535703446343529,-0.029296875,5,5
ANC,7,6,2.3515625,0.00078125,5.850954772483007e-05,2.36484375,0.0140625,-0.0033220370918710476,-0.01328125,5,5
ANC,7,7,2.371484375,0.020703125,0.01406779924869879,2.364453125,0.013671875,-0.0036468178084432166,0.007031249999999999,5,5
ANC,7,8,2.33515625,-0.015625,-0.01011395847382254,2.3578125,0.00703125,-0.0021812441520713587,-0.02265625,5,5
ANC,7,9,2.353125,0.00234375,0.001793586506402925,2.332421875,-0.018359375,0.005142203612850137,0.020703125,5,5
ANC,7,10,2.346875,-0.00390625,-0.0031502216700188893,2.33359375,-0.0171875,0.004969182860567137,0.013281250000000001,5,5
ANC,7,11,2.35,-0.00078125,0.001471049114602764,2.33046875,-0.0203125,0.00575566554109527,0.01953125,5,5
ANC,7,12,2.34765625,-0.003125,-0.001292996921857518,2.345703125,-0.005078125,0.001252117081345784,0.001953125,5,5
ANC,7,13,2.3390625,-0.01171875,-0.00816535774402791,2.36171875,0.0109375,-0.0031912843521110104,-0.02265625,5,5
ANC,7,14,2.345703125,-0.005078125,-0.004188950023998955,2.345703125,-0.005078125,0.0013225408225590461,0.0,5,5
ANC,7,15,2.338671875,-0.012109375,-0.008205890544972814,2.343359375,-0.007421875,0.0018012788663772802,-0.004687500000000001,5,5
ANC,7,16,2.338671875,-0.012109375,-0.006282500235534666,2.35,-0.00078125,-0.00025216386941579523,-0.011328125,5,5
ANC,7,17,2.343359375,-0.007421875,-0.004176357932413501,2.350390625,-0.000390625,-0.0003670911510836561,-0.007031249999999999,5,5
ANC,7,18,2.353125,0.00234375,0.0032986032174153663,2.34375,-0.00703125,0.0018987425623874447,0.009375,5,5
ANC,7,19,2.341796875,-0.008984375,-0.0068289329139975975,2.353125,0.00234375,-0.0011917594547798884,-0.011328125,5,5
ANC,7,20,2.362890625,0.012109375,0.00880464465598684,2.344921875,-0.005859375,0.001623143277767082,0.01796875,5,5
ANC,7,21,2.348828125,-0.001953125,0.00019504247817748072,2.339453125,-0.011328125,0.003453538983164718,0.009375,5,5
ANC,7,22,2.362890625,0.012109375,0.008685189436057245,2.34375,-0.00703125,0.0019631585102130463,0.019140625,5,5
ANC,7,23,2.3609375,0.01015625,0.007049907960181967,2.35078125,0.0,-0.0005174325411253678,0.01015625,5,5
ANC,7,24,2.3453125,-0.00546875,-0.0036493457366596664,2.35859375,0.0078125,-0.002280673190465898,-0.01328125,5,5
ANC,7,25,2.355078125,0.004296875,0.003134569063192478,2.352734375,0.001953125,-0.001138950261006253,0.0023437500000000003,5,5
ANC,7,26,2.3546875,0.00390625,0.004249374055045396,2.34609375,-0.0046875,0.0007977981102277335,0.00859375,5,5
ANC,7,27,2.340234375,-0.010546875,-0.00780202436469443,2.35625,0.00546875,-0.0017017122486965761,-0.016015625,5,5
ANC,7,28,2.348828125,-0.001953125,0.0008408152382486309,2.36640625,0.015625,-0.004803643659050459,-0.017578125,5,5
ANC,7,29,2.35859375,0.0078125,0.0033801203969618895,2.334765625,-0.016015625,0.004413706384815323,0.023828125,5,5
ANC,7,30,2.348828125,-0.001953125,-0.0020389831217973516,2.345703125,-0.005078125,0.0013154979647090662,0.003125,5,5
ANC,7,31,2.34453125,-0.00625,-0.003911842150289663,2.347265625,-0.003515625,0.0010794838075996079,-0.0027343750000000003,5,5
ANC,8,0,2.3484375,-0.00234375,-0.0011762129313524778,2.34609375,-0.0046875,0.0009461107964465135,0.00234375,5,5
ANC,8,1,2.359765625,0.008984375,0.007845654578775283,2.348046875,-0.002734375,0.00020652299088470117,0.01171875,5,5
ANC,8,2,2.3421875,-0.00859375,-0.005667589298958121,2.349609375,-0.001171875,-0.0002902076758153278,-0.0074218750000000005,5,5
ANC,8,3,2.334765625,-0.016015625,-0.013327426636790924,2.348046875,-0.002734375,0.000787241806665245,-0.013281249999999998,5,5
ANC,8,4,2.368359375,0.017578125,0.012573069060717808,2.338671875,-0.012109375,0.003075674197493309,0.0296875,5,5
ANC,8,5,2.345703125,-0.005078125,-0.0026843007428565525,2.3421875,-0.00859375,0.0022927295860052117,0.0035156250000000005,5,5
ANC,8,6,2.352734375,0.001953125,-0.0006107150486378256,2.35234375,0.0015625,-0.0003879018788549824,0.0003906249999999999,5,5
ANC,8,7,2.346875,-0.00390625,-0.0035154810872382826,2.35078125,0.0,-0.00041326364187906664,-0.00390625,5,5
ANC,8,8,2.3796875,0.02890625,0.018854751691155143,2.373046875,0.022265625,-0.006182872791397487,0.006640625000000001,5,5
ANC,8,9,2.346484375,-0.004296875,-0.0029654148515234893,2.338671875,-0.012109375,0.0032001420143139628,0.0078125,5,5
ANC,8,10,2.3515625,0.00078125,0.0009506066090107724,2.35625,0.00546875,-0.0016946795025659697,-0.0046875,5,5
ANC,8,11,2.341015625,-0.009765625,-0.005454283232049956,2.354296875,0.003515625,-0.0010788384188014743,-0.01328125,5,5
ANC,8,12,2.34140625,-0.009375,-0.005644759167216999,2.355078125,0.004296875,-0.0015274008151109032,-0.013671875,5,5
ANC,8,13,2.34140625,-0.009375,-0.003844525868629438,2.365234375,0.014453125,-0.00407549632910717,-0.023828125,5,5
ANC,8,14,2.35546875,0.0046875,0.0029785787232070758,2.350390625,-0.000390625,-0.0003416117423225912,0.005078125,5,5
ANC,8,15,2.36171875,0.0109375,0.005556455792892201,2.33125,-0.01953125,0.0051444575925961985,0.03046875,5,5
ANC,8,16,2.338671875,-0.012109375,-0.0069070528727331534,2.417578125,0.066796875,-0.01932198410598646,-0.07890625000000001,5,5
ANC,8,17,2.3609375,0.01015625,0.007489104444338956,2.336328125,-0.014453125,0.003780303647328036,0.024609375000000003,5,5
ANC,8,18,2.3421875,-0.00859375,-0.005223009002846915,2.3296875,-0.02109375,0.005784422201255513,0.0125,5,5
ANC,8,19,2.39140625,0.040625,0.027331438013726467,2.244921875,-0.105859375,0.030357209881378817,0.146484375,5,5
ANC,8,20,2.34921875,-0.0015625,3.0629361206216746e-05,2.358203125,0.007421875,-0.002218150660598018,-0.008984375,5,5
ANC,8,21,2.3484375,-0.00234375,-0.0002612541403686303,2.35234375,0.0015625,-0.0008543567962689104,-0.00390625,5,5
ANC,8,22,2.35234375,0.0015625,-0.00017957480693938133,2.351171875,0.000390625,-0.00022542822125446615,0.0011718750000000002,5,5
ANC,8,23,2.3421875,-0.00859375,-0.005817258355604114,2.359375,0.00859375,-0.0025756423075925386,-0.0171875,5,5
ANC,8,24,2.36171875,0.0109375,0.010098168518940891,2.351171875,0.000390625,-0.0003706879612846002,0.010546874999999999,5,5
ANC,8,25,2.358203125,0.007421875,0.005436079628656907,2.3609375,0.01015625,-0.0030679355162185544,-0.0027343750000000007,5,5
ANC,8,26,2.351171875,0.000390625,-0.00037408947036357554,2.340625,-0.01015625,0.002841408317085769,0.010546875,5,5
ANC,8,27,2.344140625,-0.006640625,-0.005286095141329658,2.3578125,0.00703125,-0.002094532668597118,-0.013671875,5,5
ANC,8,28,2.334375,-0.01640625,-0.011360017438929625,2.341796875,-0.008984375,0.002624744637703745,-0.007421875000000001,5,5
ANC,8,29,2.3453125,-0.00546875,-0.004630745935495913,2.35390625,0.003125,-0.0009461477645606863,-0.00859375,5,5
ANC,8,30,2.326953125,-0.023828125,-0.015385708320471102,2.372265625,0.021484375,-0.007118708884725125,-0.0453125,5,5
ANC,8,31,2.34765625,-0.003125,-0.0012856448148390238,2.33984375,-0.0109375,0.003351669849335081,0.007812499999999999,5,5
ANC,9,0,2.375,0.02421875,0.017880902956852168,2.358984375,0.008203125,-0.0026199369550379817,0.016015625,5,5
ANC,9,1,2.3359375,-0.01484375,-0.011842885520689076,2.36171875,0.0109375,-0.0036200066231058996,-0.02578125,5,5
ANC,9,2,2.352734375,0.001953125,0.0007071280889078175,2.34140625,-0.009375,0.0026105877045743873,0.011328125,5,5
ANC,9,3,2.356640625,0.005859375,0.0031193970197398325,2.34140625,-0.009375,0.00281233209812376,0.015234375,5,5
ANC,9,4,2.33984375,-0.0109375,-0.007112732449309625,2.34609375,-0.0046875,0.0009085950874830172,-0.0062499999999999995,5,5
ANC,9,5,2.34609375,-0.0046875,-0.0027731853771072535,2.325,-0.02578125,0.007343462437636374,0.021093749999999998,5,5
ANC,9,6,2.341796875,-0.008984375,-0.00659441741385485,2.343359375,-0.007421875,0.001384031418237194,-0.0015624999999999997,5,5
ANC,9,7,2.34453125,-0.00625,-0.002442770147002375,2.3578125,0.00703125,-0.0022859273206048275,-0.013281250000000001,5,5
ANC,9,8,2.346484375,-0.004296875,-0.003226463737590774,2.346875,-0.00390625,0.0009820879014701238,-0.00039062500000000035,5,5
ANC,9,9,2.3421875,-0.00859375,-0.006811261842750599,2.350390625,-0.000390625,4.40379659780229e-05,-0.008203125,5,5
ANC,9,10,2.365234375,0.014453125,0.009936817118290359,2.3421875,-0.00859375,0.0022893526549518017,0.023046875,5,5
ANC,9,11,2.3515625,0.00078125,-0.0008110019665923815,2.375390625,0.024609375,-0.006671503111212516,-0.023828125,5,5
ANC,9,12,2.334765625,-0.016015625,-0.010620809998260327,2.34609375,-0.0046875,0.0008701239303078702,-0.011328124999999998,5,5
ANC,9,13,2.34296875,-0.0078125,-0.0063387009605751655,2.355078125,0.004296875,-0.001213751971313063,-0.012109375,5,5
ANC,9,14,2.3453125,-0.00546875,-0.004456717094393474,2.353125,0.00234375,-0.0005382288552095972,-0.0078125,5,5
ANC,9,15,2.3546875,0.00390625,0.002817468631512628,2.33359375,-0.0171875,0.004817691085680402,0.02109375,5,5
ANC,9,16,2.350390625,-0.000390625,0.00019289165841497504,2.35234375,0.0015625,-0.0006056766831743642,-0.001953125,5,5
ANC,9,17,2.355078125,0.004296875,0.0033236990410056995,2.35390625,0.003125,-0.000988881865970293,0.0011718750000000002,5,5
ANC,9,18,2.346875,-0.00390625,-0.0015882664475185492,2.336328125,-0.014453125,0.003976253178626233,0.010546875,5,5
ANC,9,19,2.3609375,0.01015625,0.006192163863415192,2.36953125,0.01875,-0.004950049834705315,-0.008593749999999999,5,5
ANC,9,20,2.341796875,-0.008984375,-0.0069006373938595945,2.341796875,-0.008984375,0.0024212379792684004,0.0,5,5
ANC,9,21,2.3609375,0.01015625,0.007879599930982579,2.36796875,0.0171875,-0.004753391780945861,-0.007031250000000001,5,5
ANC,9,22,2.3453125,-0.00546875,-0.002865171276960447,2.348046875,-0.002734375,-1.4949343503148533e-05,-0.002734375,5,5
ANC,9,23,2.34375,-0.00703125,-0.005111047031112435,2.351953125,0.001171875,-0.0005663302090669839,-0.008203125,5,5
ANC,9,24,2.37109375,0.0203125,0.014866961689919096,2.353515625,0.002734375,-0.0009195767137429714,0.017578125,5,5
ANC,9,25,2.358984375,0.008203125,0.006791682431360456,2.36328125,0.0125,-0.0034137979845884083,-0.004296875,5,5
ANC,9,26,2.346875,-0.00390625,-0.004250180433001445,2.330859375,-0.019921875,0.005294233402677632,0.016015625,5,5
ANC,9,27,2.34921875,-0.0015625,-0.002207771135092576,2.351171875,0.000390625,-0.0004392413231964785,-0.001953125,5,5
ANC,9,28,2.34765625,-0.003125,0.0010106827377624201,2.332421875,-0.018359375,0.005336976944749267,0.015234375000000001,5,5
ANC,9,29,2.3578125,0.00703125,0.006298258511428403,2.359375,0.00859375,-0.00229131686483588,-0.0015625000000000005,5,5
ANC,9,30,2.344140625,-0.006640625,-0.0038003719690702306,2.3421875,-0.00859375,0.0022364383488084295,0.001953125000000001,5,5
ANC,9,31,2.34140625,-0.009375,-0.007482120103344055,2.3546875,0.00390625,-0.0011311531201898505,-0.01328125,5,5
ANC,10,0,2.3609375,0.01015625,0.008690725384563214,2.36171875,0.0109375,-0.003137300474233852,-0.000781249999999999,5,5
ANC,10,1,2.355859375,0.005078125,0.0030941497231743234,2.333984375,-0.016796875,0.004154636786167236,0.021875,5,5
ANC,10,2,2.35703125,0.00625,0.00499791155728892,2.359765625,0.008984375,-0.0027402715241266026,-0.002734374999999999,5,5
ANC,10,3,2.35234375,0.0015625,0.0017628936435460866,2.357421875,0.006640625,-0.0020437483984753263,-0.005078124999999999,5,5
ANC,10,4,2.349609375,-0.001171875,-0.0013647710986510703,2.358203125,0.007421875,-0.0021065239578664523,-0.008593749999999999,5,5
ANC,10,5,2.355859375,0.005078125,0.004438199230982445,2.33359375,-0.0171875,0.004611830279608915,0.022265625,5,5
ANC,10,6,2.3625,0.01171875,0.008800983680667757,2.354296875,0.003515625,-0.0010711746639990461,0.008203125,5,5
ANC,10,7,2.3640625,0.01328125,0.009807398809437998,2.353515625,0.002734375,-0.000785287708500541,0.010546875,5,5
ANC,10,8,2.35625,0.00546875,0.003925004820893472,2.353125,0.00234375,-0.001085455156297194,0.0031249999999999997,5,5
ANC,10,9,2.362109375,0.011328125,0.007454334418096645,2.34453125,-0.00625,0.0017410341973974866,0.017578125,5,5
ANC,10,10,2.33359375,-0.0171875,-0.009425951058460964,2.358203125,0.007421875,-0.001940109341496485,-0.024609375000000003,5,5
ANC,10,11,2.34140625,-0.009375,-0.005665835738022961,2.341796875,-0.008984375,0.0025133909675453046,-0.00039062500000000035,5,5
ANC,10,12,2.354296875,0.003515625,0.0032348226550864938,2.3671875,0.01640625,-0.004989987612667475,-0.012890625000000001,5,5
ANC,10,13,2.34609375,-0.0046875,-0.0024277079829231173,2.356640625,0.005859375,-0.0019295290285650593,-0.010546875,5,5
ANC,10,14,2.35390625,0.003125,0.0028491598464350136,2.33359375,-0.0171875,0.004803272235970676,0.0203125,5,5
ANC,10,15,2.359765625,0.008984375,0.00706443728637812,2.3375,-0.01328125,0.003403847062096832,0.022265624999999997,5,5
ANC,10,16,2.358984375,0.008203125,0.005340954036803433,2.3578125,0.00703125,-0.0027206566763626583,0.0011718750000000002,5,5
ANC,10,17,2.343359375,-0.007421875,-0.005232042257241881,2.359375,0.00859375,-0.0020969111742179807,-0.016015625,5,5
ANC,10,18,2.3546875,0.00390625,0.0033737754886766407,2.346484375,-0.004296875,0.0008162457771315748,0.008203125,5,5
ANC,10,19,2.3453125,-0.00546875,-0.004678691060563093,2.343359375,-0.007421875,0.0019964993863076166,0.001953125,5,5
ANC,10,20,2.361328125,0.010546875,0.0077107620540680984,2.352734375,0.001953125,-0.0007074094933046248,0.00859375,5,5
ANC,10,21,2.362109375,0.011328125,0.008074859218025709,2.348828125,-0.001953125,0.0003031151836945048,0.01328125,5,5
ANC,10,22,2.3328125,-0.01796875,-0.013163036301525242,2.35859375,0.0078125,-0.002692249495558783,-0.02578125,5,5
ANC,10,23,2.353125,0.00234375,0.0021610177256744328,2.3515625,0.00078125,-0.00039835698570725155,0.0015624999999999999,5,5
ANC,10,24,2.353125,0.00234375,0.001533864429639703,2.35,-0.00078125,-4.142650826687889e-06,0.003125,5,5
ANC,10,25,2.353515625,0.002734375,0.0023073521590868265,2.35078125,0.0,-1.497964522553354e-05,0.002734375,5,5
ANC,10,26,2.356640625,0.005859375,0.003002215770407448,2.348046875,-0.002734375,0.00035914043262280415,0.00859375,5,5
ANC,10,27,2.36015625,0.009375,0.006196445407445257,2.36796875,0.0171875,-0.004843123802418539,-0.007812500000000002,5,5
ANC,10,28,2.350390625,-0.000390625,-0.0017360968913694517,2.342578125,-0.008203125,0.0022044833750557652,0.0078125,5,5
ANC,10,29,2.3546875,0.00390625,0.0024277262485855886,2.3671875,0.01640625,-0.004670068929047229,-0.0125,5,5
ANC,10,30,2.355859375,0.005078125,0.005150812762886369,2.3625,0.01171875,-0.00314770979541552,-0.006640625,5,5
ANC,10,31,2.354296875,0.003515625,0.0028997567037680008,2.343359375,-0.007421875,0.0020336752435299063,0.0109375,5,5
ANC,11,0,2.3453125,-0.00546875,-0.003007477305183718,2.351171875,0.000390625,-0.0005710992499153095,-0.005859375,5,5
ANC,11,1,2.346875,-0.00390625,-0.002258124608732947,2.356640625,0.005859375,-0.0018867382197067448,-0.009765625,5,5
ANC,11,2,2.351953125,0.001171875,0.0021086463251166762,2.3625,0.01171875,-0.0036252907700930247,-0.010546875,5,5
ANC,11,3,2.35546875,0.0046875,0.0030350883779108424,2.3484375,-0.00234375,0.00015042032283309642,0.007031249999999999,5,5
ANC,11,4,2.359765625,0.008984375,0.006631624407817352,2.348046875,-0.002734375,0.0007078880248989729,0.01171875,5,5
ANC,11,5,2.3640625,0.01328125,0.009127405388087135,2.35078125,0.0,-0.00043218127576169756,0.01328125,5,5
ANC,11,6,2.338671875,-0.012109375,-0.006456252893907931,2.34296875,-0.0078125,0.001946316754653023,-0.004296875,5,5
ANC,11,7,2.345703125,-0.005078125,-0.0024020436246344617,2.3484375,-0.00234375,0.00030043837390195496,-0.0027343750000000003,5,5
ANC,11,8,2.35078125,0.0,0.001451808513935663,2.340234375,-0.010546875,0.0027169632792126983,0.010546875,5,5
ANC,11,9,2.346484375,-0.004296875,-0.0031102187281473047,2.359765625,0.008984375,-0.002589203416137987,-0.01328125,5,5
ANC,11,10,2.328125,-0.02265625,-0.017661426869499595,2.35859375,0.0078125,-0.002590515068824013,-0.03046875,5,5
ANC,11,11,2.3609375,0.01015625,0.007006234593580027,2.348828125,-0.001953125,0.0006340993071041538,0.012109375,5,5
ANC,11,12,2.3546875,0.00390625,0.0023817697893981876,2.34921875,-0.0015625,0.00043976554254037065,0.00546875,5,5
ANC,11,13,2.35078125,0.0,0.0002784836208733866,2.342578125,-0.008203125,0.002095343942258974,0.008203125,5,5
ANC,11,14,2.3421875,-0.00859375,-0.005808203214846287,2.37421875,0.0234375,-0.006614084173452167,-0.03203125,5,5
ANC,11,15,2.35703125,0.00625,0.0056436134410347075,2.333984375,-0.016796875,0.004241664600249597,0.023046875,5,5
ANC,11,16,2.367578125,0.016796875,0.012787659321912148,2.3484375,-0.00234375,0.0005234047250471218,0.019140624999999998,5,5
ANC,11,17,2.368359375,0.017578125,0.0138055246381356,2.37265625,0.021875,-0.00623850494049286,-0.004296874999999999,5,5
ANC,11,18,2.3453125,-0.00546875,-0.003416971576451654,2.355859375,0.005078125,-0.0013865480959439663,-0.010546875,5,5
ANC,11,19,2.341015625,-0.009765625,-0.005209162231465005,2.350390625,-0.000390625,5.1513990114370435e-05,-0.009375,5,5
ANC,11,20,2.345703125,-0.005078125,-0.0036835858734121595,2.344921875,-0.005859375,0.0012347570501795347,0.0007812499999999998,5,5
ANC,11,21,2.354296875,0.003515625,0.0030029373065837447,2.35,-0.00078125,-0.00021969850284064398,0.004296875,5,5
ANC,11,22,2.35703125,0.00625,0.004563171767185484,2.326953125,-0.023828125,0.006711040286098332,0.030078124999999997,5,5
ANC,11,23,2.34140625,-0.009375,-0.006007326678459285,2.38359375,0.0328125,-0.009431942203866627,-0.0421875,5,5
ANC,11,24,2.36640625,0.015625,0.0108758004297371,2.357421875,0.006640625,-0.0016880532656820021,0.008984375,5,5
ANC,11,25,2.34296875,-0.0078125,-0.005579630908951329,2.346875,-0.00390625,0.0011808497545740498,-0.00390625,5,5
ANC,11,26,2.33203125,-0.01875,-0.011773438484344794,2.3734375,0.02265625,-0.0061440227806547594,-0.04140625,5,5
ANC,11,27,2.355859375,0.005078125,0.0028504664950037553,2.344921875,-0.005859375,0.0016607292961801849,0.0109375,5,5
ANC,11,28,2.34765625,-0.003125,-0.00325542076767172,2.348046875,-0.002734375,0.0005890495398406559,-0.00039062500000000035,5,5
ANC,11,29,2.345703125,-0.005078125,-0.0015638461098047695,2.363671875,0.012890625,-0.0038176386088247492,-0.01796875,5,5
ANC,11,30,2.358203125,0.007421875,0.005527574611651806,2.359375,0.00859375,-0.0023400809598103887,-0.001171875000000001,5,5
ANC,11,31,2.363671875,0.012890625,0.009422959344808838,2.352734375,0.001953125,-0.0005062116809390357,0.0109375,5,5
ANC,12,0,2.3578125,0.00703125,0.005311147812398905,2.365625,0.01484375,-0.004354959738911905,-0.007812499999999999,5,5
ANC,12,1,2.36015625,0.009375,0.008119937885428497,2.34296875,-0.0078125,0.0021451827158533027,0.0171875,5,5
ANC,12,2,2.348046875,-0.002734375,-0.0013437060607234459,2.36796875,0.0171875,-0.00495294093591008,-0.019921875000000002,5,5
ANC,12,3,2.349609375,-0.001171875,-0.001179760205248134,2.334375,-0.01640625,0.004214829307622286,0.015234375000000001,5,5
ANC,12,4,2.3546875,0.00390625,0.0016095255126062386,2.3421875,-0.00859375,0.0023724281965443474,0.0125,5,5
ANC,12,5,2.351953125,0.001171875,0.0026443246815489882,2.351171875,0.000390625,-0.0003741171737237198,0.0007812499999999999,5,5
