ABBR,layer,patched_logit_difference,indirect_effect,normalized_restoration,count
CRP,16,5.0751953125,-0.0125,0.04903783211028019,5
CRP,17,5.0107421875,-0.076953125,0.2086805687127546,5
CRP,18,5.0775390625,-0.01015625,0.029220787437921503,5
CRP,19,5.055859375,-0.0318359375,0.08803249769920189,5
CRP,20,5.0482421875,-0.039453125,0.08066014868272879,5
CRP,21,5.0880859375,0.000390625,-0.003558768013704263,5
CRP,22,5.070703125,-0.0169921875,0.039825537868146965,5
CRP,23,5.087109375,-0.0005859375,0.022393970458372686,5
CRP,24,5.0884765625,0.00078125,-0.00585832614586498,5
CRP,25,5.0765625,-0.0111328125,0.028019574252293428,5
CRP,26,5.0859375,-0.0017578125,0.00523172599700146,5
CRP,27,5.07734375,-0.0103515625,0.033604719838257024,5
CRP,28,5.0794921875,-0.008203125,0.02210801284199932,5
CRP,29,5.06328125,-0.0244140625,0.05316083344080319,5
CRP,30,5.0798828125,-0.0078125,0.030011578475476402,5
CRP,31,5.0767578125,-0.0109375,0.03143632259344582,5
CSA,0,2.33125,-0.0984375,2.5519353369763205,5
CSA,1,2.390625,-0.0390625,0.31809540072859743,5
CSA,2,2.40546875,-0.02421875,-0.45938069216757743,5
CSA,3,2.39140625,-0.03828125,-3.4855475865209473,5
CSA,4,2.4359375,0.00625,1.3656136156648453,5
CSA,5,2.440625,0.0109375,-0.24035746812386155,5
CSA,6,2.4203125,-0.009375,0.1406762295081967,5
CSA,7,2.434375,0.0046875,0.8930441712204007,5
CSA,8,2.44921875,0.01953125,0.9964537795992714,5
CSA,9,2.40234375,-0.02734375,0.3871300091074681,5
CSA,10,2.4359375,0.00625,0.30457081056466306,5
CSA,11,2.4125,-0.0171875,0.22476662112932608,5
CSA,12,2.42890625,-0.00078125,0.08811475409836066,5
CSA,13,2.42890625,-0.00078125,-0.7506318306010928,5
CSA,14,2.42890625,-0.00078125,-0.005845856102003638,5
CSA,15,2.4515625,0.021875,1.629513888888889,5
CSA,16,2.43828125,0.00859375,0.5992315573770491,5
CSA,17,2.4515625,0.021875,0.3943021402550091,5
CSA,18,2.42421875,-0.00546875,0.25318192167577414,5
CSA,19,2.4265625,-0.003125,0.32130578324225867,5
CSA,20,2.44609375,0.01640625,0.9673497267759563,5
CSA,21,2.42421875,-0.00546875,-0.1525785519125683,5
CSA,22,2.421875,-0.0078125,-0.15633538251366122,5
CSA,23,2.41875,-0.0109375,-0.15633538251366122,5
CSA,24,2.4265625,-0.003125,-0.11674635701275043,5
CSA,25,2.43359375,0.00390625,0.36345628415300546,5
CSA,26,2.3984375,-0.03125,-1.3757172131147541,5
CSA,27,2.42109375,-0.00859375,0.2550489526411658,5
CSA,28,2.43359375,0.00390625,0.3392930327868853,5
CSA,29,2.4265625,-0.003125,0.5322802823315117,5
CSA,30,2.4171875,-0.0125,0.25873747723132967,5
CSA,31,2.42109375,-0.00859375,0.32818192167577415,5
CSF,0,2.7716796875,-0.0146484375,-0.5195971363549274,5
CSF,1,2.816796875,0.03046875,0.030798670984564937,5
CSF,2,2.821484375,0.03515625,0.2666091881510143,5
CSF,3,2.805859375,0.01953125,0.12994350282485878,5
CSF,4,2.805078125,0.01875,0.4175687989794058,5
CSF,5,2.8083984375,0.0220703125,0.5012437322716163,5
CSF,6,2.792578125,0.00625,0.15195403587967832,5
CSF,7,2.79296875,0.006640625,-0.23236227353231179,5
CSF,8,2.8005859375,0.0142578125,0.012552980704976329,5
CSF,9,2.790625,0.004296875,-0.25116429042071464,5
CSF,10,2.79140625,0.005078125,-0.16067768571869173,5
CSF,11,2.8013671875,0.0150390625,0.2010469968643834,5
CSF,12,2.79453125,0.008203125,-0.04250139023239078,5
CSF,13,2.7912109375,0.0048828125,-0.16258686031786085,5
CSF,14,2.7916015625,0.0052734375,-0.3389309463393662,5
CSF,15,2.7916015625,0.0052734375,-0.3939752702191193,5
CSF,16,2.8021484375,0.0158203125,0.4955940147574921,5
CSF,17,2.79453125,0.008203125,0.1369857892547887,5
CSF,18,2.790625,0.004296875,-0.32405639436804007,5
CSF,19,2.79765625,0.011328125,-0.10855962578215173,5
CSF,20,2.8056640625,0.0193359375,0.04791067932128622,5
CSF,21,2.7880859375,0.0017578125,-0.14670596701761274,5
CSF,22,2.79453125,0.008203125,-0.06814241587341642,5
CSF,23,2.790625,0.004296875,-0.09841536872701442,5
CSF,24,2.794140625,0.0078125,-0.10880215707990448,5
CSF,25,2.782421875,-0.00390625,-0.401979036697462,5
CSF,26,2.7810546875,-0.0052734375,-0.2525089605734767,5
CSF,27,2.791796875,0.00546875,-0.12589617417392157,5
CSF,28,2.79453125,0.008203125,-0.06814241587341642,5
CSF,29,2.791015625,0.0046875,-0.21244152846121134,5
CSF,30,2.790234375,0.00390625,-0.1721402101937914,5
CSF,31,2.794921875,0.00859375,-0.12042403256181275,5
CTA,0,5.430078125,0.2185546875,-0.03018839809447978,5
CTA,1,5.276171875,0.0646484375,0.003852908128487045,5
CTA,2,5.2951171875,0.08359375,0.040001971257043446,5
CTA,3,5.248828125,0.0373046875,-0.02514695269017021,5
CTA,4,5.2904296875,0.07890625,0.03750799375922454,5
CTA,5,5.2392578125,0.027734375,-0.003928277764658023,5
CTA,6,5.2193359375,0.0078125,0.027741763735893522,5
CTA,7,5.1716796875,-0.03984375,0.0012852464931108168,5
CTA,8,5.25625,0.0447265625,0.00043803822043730347,5
CTA,9,5.2072265625,-0.004296875,-0.060519402148218625,5
CTA,10,5.22265625,0.0111328125,-0.02280149860337355,5
CTA,11,5.2158203125,0.004296875,0.007332394021997599,5
CTA,12,5.223046875,0.0115234375,-0.07738099617455738,5
CTA,13,5.2345703125,0.023046875,-0.027625863884157213,5
CTA,14,5.230859375,0.0193359375,0.04849126429658046,5
CTA,15,5.2732421875,0.06171875,0.0334684123144713,5
CTA,16,5.2455078125,0.033984375,0.02420936004440364,5
CTA,17,5.2443359375,0.0328125,0.0606430561786333,5
CTA,18,5.2267578125,0.015234375,0.005747442274064099,5
CTA,19,5.25703125,0.0455078125,0.049400511926640904,5
CTA,20,5.2353515625,0.023828125,0.005995278998382814,5
CTA,21,5.2361328125,0.024609375,0.024368434974296287,5
CTA,22,5.2162109375,0.0046875,0.012423745280483204,5
CTA,23,5.2107421875,-0.00078125,0.007071141527143708,5
CTA,24,5.21640625,0.0048828125,-0.0227847650609167,5
CTA,25,5.2384765625,0.026953125,0.03374891494329828,5
CTA,26,5.1361328125,-0.075390625,-0.06023846490557555,5
CTA,27,5.2099609375,-0.0015625,-0.009915578188269743,5
CTA,28,5.2203125,0.0087890625,0.018465055301147285,5
CTA,29,5.225390625,0.0138671875,0.003640791024523654,5
CTA,30,5.2134765625,0.001953125,-0.005868457052519332,5
CTA,31,5.2212890625,0.009765625,-0.018139568387061784,5
CVA,0,2.94921875,-0.04375,-0.36148325358851674,5
CVA,1,2.987890625,-0.005078125,-0.5205342902711323,5
CVA,2,2.97265625,-0.0203125,0.3130781499202552,5
CVA,3,2.99375,0.00078125,0.7544657097288676,5
CVA,4,2.984375,-0.00859375,0.5000797448165868,5
CVA,5,2.978125,-0.01484375,0.32886762360446575,5
CVA,6,2.99375,0.00078125,0.2833333333333333,5
CVA,7,2.98125,-0.01171875,0.5226475279106858,5
CVA,8,2.98515625,-0.0078125,0.31850079744816584,5
CVA,9,2.99296875,0.0,0.541786283891547,5
CVA,10,3.00078125,0.0078125,0.37982456140350884,5
CVA,11,2.99453125,0.0015625,0.27862838915470495,5
CVA,12,3.003125,0.01015625,-0.06044657097288678,5
CVA,13,2.99296875,0.0,0.0712121212121212,5
CVA,14,2.98984375,-0.003125,0.16499202551834127,5
CVA,15,2.98984375,-0.003125,0.2760765550239234,5
CVA,16,2.996875,0.00390625,0.023604465709728878,5
CVA,17,2.98671875,-0.00625,-0.17559808612440192,5
CVA,18,3.003125,0.01015625,0.2604465709728868,5
CVA,19,2.9875,-0.00546875,0.2683413078149921,5
CVA,20,2.99765625,0.0046875,0.006778309409888333,5
CVA,21,2.984375,-0.00859375,-0.04832535885167464,5
CVA,22,2.990625,-0.00234375,0.2892344497607655,5
CVA,23,3.003125,0.01015625,0.13349282296650716,5
CVA,24,2.99765625,0.0046875,0.4107655502392345,5
CVA,25,2.99375,0.00078125,-0.039393939393939384,5
CVA,26,2.9875,-0.00546875,0.04712918660287082,5
CVA,27,2.9859375,-0.00703125,0.20318979266347686,5
CVA,28,2.98515625,-0.0078125,-0.16212121212121214,5
CVA,29,2.9875,-0.00546875,0.02727272727272727,5
CVA,30,2.98828125,-0.0046875,-0.11044657097288675,5
CVA,31,2.9875,-0.00546875,0.13955342902711326,5
CVI,0,2.5326171875,0.219140625,-0.23152667264552856,5
CVI,1,2.316796875,0.0033203125,-0.04620807342458156,5
CVI,2,2.345703125,0.0322265625,-0.2235167055221167,5
CVI,3,2.3375,0.0240234375,-0.13055771995798676,5
CVI,4,2.3021484375,-0.011328125,0.004103430003286851,5
CVI,5,2.2859375,-0.0275390625,0.06781903834671588,5
CVI,6,2.2705078125,-0.04296875,0.10965618485295407,5
CVI,7,2.2958984375,-0.017578125,0.043093624714547966,5
CVI,8,2.30625,-0.0072265625,-0.019305238880490204,5
CVI,9,2.30078125,-0.0126953125,-0.002568850438481129,5
CVI,10,2.2912109375,-0.022265625,0.007528829158464462,5
CVI,11,2.296484375,-0.0169921875,0.027592918465978555,5
CVI,12,2.2880859375,-0.025390625,0.054752715733016544,5
CVI,13,2.2775390625,-0.0359375,0.10758896637252917,5
CVI,14,2.296484375,-0.0169921875,0.021605219476323323,5
CVI,15,2.3142578125,0.00078125,-0.0378939418537619,5
CVI,16,2.3201171875,0.006640625,-0.03245188538830641,5
CVI,17,2.3001953125,-0.01328125,0.00021775169907049772,5
CVI,18,2.3201171875,0.006640625,-0.04916725085344235,5
CVI,19,2.311328125,-0.0021484375,-0.019001149108779942,5
CVI,20,2.3044921875,-0.008984375,0.006107471659045035,5
CVI,21,2.3009765625,-0.0125,-0.013916296967721198,5
CVI,22,2.3123046875,-0.001171875,-0.03418769153022157,5
CVI,23,2.3005859375,-0.012890625,0.015781064189506748,5
CVI,24,2.289453125,-0.0240234375,0.029275225571131276,5
CVI,25,2.30625,-0.0072265625,-0.022297377240656044,5
CVI,26,2.2916015625,-0.021875,0.018226852078615963,5
CVI,27,2.288671875,-0.0248046875,0.04415853627569573,5
CVI,28,2.3,-0.0134765625,0.00841887767916794,5
CVI,29,2.30625,-0.0072265625,-0.013367311528154397,5
CVI,30,2.295703125,-0.0177734375,0.002814683947852348,5
CVI,31,2.2953125,-0.0181640625,0.03398691762923037,5
CVS,0,4.9109375,-0.425390625,0.3416148179804068,5
CVS,1,5.316796875,-0.01953125,0.11682671714455484,5
CVS,2,5.4703125,0.133984375,-0.8979743421489095,5
CVS,3,5.005859375,-0.33046875,-4.028808980347889,5
CVS,4,5.069140625,-0.2671875,-4.510313318855081,5
CVS,5,5.212109375,-0.12421875,-1.0870833160708522,5
CVS,6,5.0359375,-0.300390625,-2.8953828491590725,5
CVS,7,5.251953125,-0.084375,-0.5939073939649543,5
CVS,8,5.16484375,-0.171484375,-2.0268038768528656,5
CVS,9,5.244140625,-0.0921875,-0.4222446017961567,5
CVS,10,5.34140625,0.005078125,0.7246544378004024,5
CVS,11,5.363671875,0.02734375,-0.49823869755150446,5
CVS,12,5.3390625,0.002734375,0.35073766469499235,5
CVS,13,5.419140625,0.0828125,0.170729965281567,5
CVS,14,5.227734375,-0.10859375,-1.0528113065173028,5
CVS,15,5.1796875,-0.156640625,-1.608056221836795,5
CVS,16,5.346484375,0.01015625,0.2797386681670665,5
CVS,17,5.23828125,-0.098046875,-0.32428458114275216,5
CVS,18,5.27265625,-0.063671875,-0.17750820624132696,5
CVS,19,5.305859375,-0.03046875,0.05219771709683687,5
CVS,20,5.312109375,-0.02421875,-0.018376530512466804,5
CVS,21,5.325390625,-0.0109375,0.14274243027932848,5
CVS,22,5.316015625,-0.0203125,-0.18110274783310282,5
CVS,23,5.29765625,-0.038671875,-0.33682896362203973,5
CVS,24,5.2984375,-0.037890625,0.21267040083286431,5
CVS,25,5.309765625,-0.0265625,-0.27439348244298406,5
CVS,26,5.281640625,-0.0546875,-0.0841584234328819,5
CVS,27,5.30546875,-0.030859375,0.053692482985791636,5
CVS,28,5.31328125,-0.023046875,0.044961356266693356,5
CVS,29,5.30625,-0.030078125,0.11192903576637445,5
CVS,30,5.29609375,-0.040234375,-0.06609248576507384,5
CVS,31,5.30546875,-0.030859375,-0.11561933944720364,5
DIC,0,3.9908203125,0.1837890625,0.12046519997274899,5
DIC,1,3.6908203125,-0.1162109375,0.9922622450919917,5
DIC,2,3.6994140625,-0.1076171875,0.5633481299391174,5
DIC,3,3.878515625,0.071484375,0.9115653700026165,5
DIC,4,3.9283203125,0.1212890625,-0.251583406898615,5
DIC,5,4.0111328125,0.2041015625,-0.18444182083050317,5
DIC,6,3.93134765625,0.12431640625,-0.11165794422646269,5
DIC,7,3.59365234375,-0.21337890625,0.5802765700442155,5
DIC,8,3.7583984375,-0.0486328125,0.2755940359909316,5
DIC,9,3.87822265625,0.07119140625,0.263364707599233,5
DIC,10,3.9865234375,0.1794921875,-0.08887436614902619,5
DIC,11,3.87900390625,0.07197265625,0.08953756785374649,5
DIC,12,3.7884765625,-0.0185546875,0.2547155161363741,5
DIC,13,3.7564453125,-0.0505859375,0.19678281790712124,5
DIC,14,3.8650390625,0.0580078125,-0.08388825846718317,5
DIC,15,3.82265625,0.015625,-0.12441925334057014,5
DIC,16,3.84697265625,0.03994140625,-0.11663416562280153,5
DIC,17,3.83291015625,0.02587890625,-0.017878482258426663,5
DIC,18,3.8462890625,0.0392578125,0.07880268510930355,5
DIC,19,3.8375,0.03046875,-0.11251428537029373,5
DIC,20,3.84267578125,0.03564453125,-0.0334960154339198,5
DIC,21,3.8203125,0.01328125,0.003125247204382424,5
DIC,22,3.8294921875,0.0224609375,-0.08014982913664859,5
DIC,23,3.8166015625,0.0095703125,-0.016532806092841617,5
DIC,24,3.82822265625,0.02119140625,-0.036380042669267004,5
DIC,25,3.83291015625,0.02587890625,-0.03231281954140679,5
DIC,26,3.82265625,0.015625,-0.024107240834199885,5
DIC,27,3.8271484375,0.0201171875,-0.07092940506982962,5
DIC,28,3.8498046875,0.0427734375,-0.109509352482327,5
DIC,29,3.8265625,0.01953125,-0.037076265248407264,5
DIC,30,3.81337890625,0.00634765625,-0.027511044895615712,5
DIC,31,3.8212890625,0.0142578125,-0.015643365553279543,5
DIP,0,2.5638671875,0.0515625,0.9352578517963048,5
DIP,1,2.5125,0.0001953125,0.6802721220131813,5
DIP,2,2.5787109375,0.06640625,0.005086386048325423,5
DIP,3,2.54453125,0.0322265625,0.6675746599804876,5
DIP,4,2.508984375,-0.0033203125,0.7178174058413924,5
DIP,5,2.5232421875,0.0109375,-0.08243462467999574,5
DIP,6,2.547265625,0.0349609375,0.7776370698459295,5
DIP,7,2.52578125,0.0134765625,0.768631251586492,5
DIP,8,2.50390625,-0.0083984375,2.196993446179027,5
DIP,9,2.5291015625,0.016796875,-0.006568606082889274,5
DIP,10,2.5080078125,-0.004296875,-0.06642385489600204,5
DIP,11,2.5193359375,0.00703125,-0.008589477937623304,5
DIP,12,2.5203125,0.0080078125,0.7387290532698402,5
DIP,13,2.5162109375,0.00390625,-0.07797015967931671,5
DIP,14,2.5271484375,0.01484375,-0.8965852386046388,5
DIP,15,2.5125,0.0001953125,0.42884425556057054,5
DIP,16,2.5138671875,0.0015625,0.7028567305980568,5
DIP,17,2.5193359375,0.00703125,-0.07801804936619475,5
DIP,18,2.525390625,0.0130859375,0.7539039690491214,5
DIP,19,2.5181640625,0.005859375,0.7431749435647681,5
DIP,20,2.501953125,-0.0103515625,0.7144388961062949,5
DIP,21,2.52265625,0.0103515625,-0.030207317426465118,5
DIP,22,2.5095703125,-0.002734375,-0.08928066518886647,5
DIP,23,2.5220703125,0.009765625,1.4455185231733654,5
DIP,24,2.5154296875,0.003125,-0.059936190952205405,5
DIP,25,2.51171875,-0.0005859375,0.7249276443302582,5
DIP,26,2.5265625,0.0142578125,0.7644183161068698,5
DIP,27,2.516796875,0.0044921875,0.7285592445276861,5
DIP,28,2.5197265625,0.007421875,0.6929888738509813,5
DIP,29,2.5251953125,0.012890625,-0.05437206490215901,5
DIP,30,2.528125,0.0158203125,0.7094097304990844,5
DIP,31,2.5236328125,0.011328125,-0.06086171992379884,5
DLCO,0,0.53671875,-0.0015625,-0.02795130988926381,5
DLCO,1,0.53203125,-0.00625,-0.01745895253938842,5
DLCO,2,0.528125,-0.01015625,-0.03110401181222283,5
DLCO,3,0.54921875,0.0109375,0.01980985390962216,5
DLCO,4,0.54375,0.00546875,0.005921290319826694,5
DLCO,5,0.5375,-0.00078125,-0.016275817000719728,5
DLCO,6,0.5484375,0.01015625,0.024366404336425167,5
DLCO,7,0.53125,-0.00703125,-0.019602849304081182,5
DLCO,8,0.53203125,-0.00625,-0.016130261477799043,5
DLCO,9,0.52421875,-0.0140625,-0.030216044307554514,5
DLCO,10,0.5390625,0.00078125,-0.001880937467508493,5
DLCO,11,0.53515625,-0.003125,-0.008273386974075946,5
DLCO,12,0.5328125,-0.00546875,-0.016365095137290238,5
DLCO,13,0.5453125,0.00703125,0.009972272266942549,5
DLCO,14,0.53828125,0.0,-0.007342519615627355,5
DLCO,15,0.540625,0.00234375,0.004448793215916504,5
DLCO,16,0.5359375,-0.00234375,-0.006382396417335562,5
DLCO,17,0.53671875,-0.0015625,-0.0007046073547710526,5
DLCO,18,0.53671875,-0.0015625,-0.0054613050498266815,5
DLCO,19,0.54609375,0.0078125,0.013688799796132495,5
DLCO,20,0.54609375,0.0078125,0.014628517908686921,5
DLCO,21,0.54609375,0.0078125,0.014239812683302882,5
DLCO,22,0.54921875,0.0109375,0.023995771659502316,5
DLCO,23,0.54765625,0.009375,0.021328871894393503,5
DLCO,24,0.5453125,0.00703125,0.015380038993550038,5
DLCO,25,0.54296875,0.0046875,0.012884497226420072,5
DLCO,26,0.5421875,0.00390625,0.010561167297295046,5
DLCO,27,0.54609375,0.0078125,0.015895225176522323,5
DLCO,28,0.54765625,0.009375,0.018064054886663496,5
DLCO,29,0.54921875,0.0109375,0.020686364084315158,5
DLCO,30,0.53984375,0.0015625,0.0022875776814335726,5
DLCO,31,0.5375,-0.00078125,0.0034639077941710124,5
DNR,0,2.15546875,-0.4203125,-4.104523563811489,5
DNR,1,2.59140625,0.015625,-0.8065921339295953,5
DNR,2,2.653125,0.07734375,-1.154383671597294,5
DNR,3,2.5921875,0.01640625,-0.8078121775025799,5
DNR,4,2.59140625,0.015625,-0.1496238963421626,5
DNR,5,2.6109375,0.03515625,-0.4257550739594083,5
DNR,6,2.5515625,-0.02421875,-0.6251129457631006,5
DNR,7,2.5515625,-0.02421875,-0.18222336887971563,5
DNR,8,2.5578125,-0.01796875,-0.5952643045522302,5
DNR,9,2.5640625,-0.01171875,0.06932920536635707,5
DNR,10,2.56328125,-0.0125,-0.479495470702901,5
DNR,11,2.53984375,-0.0359375,-0.5070897832817337,5
DNR,12,2.56796875,-0.0078125,-0.06752780644421512,5
DNR,13,2.5421875,-0.03359375,-0.5405653021442495,5
DNR,14,2.55703125,-0.01875,-0.3967285861713106,5
DNR,15,2.56640625,-0.009375,-0.04976493521385162,5
DNR,16,2.57265625,-0.003125,-0.1697958949661736,5
DNR,17,2.55625,-0.01953125,-0.3700802660245385,5
DNR,18,2.56796875,-0.0078125,-0.3512590299277606,5
DNR,19,2.57109375,-0.0046875,-0.4575518862515766,5
DNR,20,2.55859375,-0.0171875,-0.1529537897030157,5
DNR,21,2.5640625,-0.01171875,-0.1937564499484004,5
DNR,22,2.56484375,-0.0109375,0.00495356037151703,5
DNR,23,2.5625,-0.01328125,0.08847723884875588,5
DNR,24,2.56875,-0.00703125,0.03464854947827084,5
DNR,25,2.57421875,-0.0015625,0.14594656576080725,5
DNR,26,2.56171875,-0.0140625,-0.18650957459006995,5
DNR,27,2.5609375,-0.01484375,-0.15224744868707715,5
DNR,28,2.5640625,-0.01171875,0.025007453273707143,5
DNR,29,2.559375,-0.01640625,-0.14052402247448686,5
DNR,30,2.55859375,-0.0171875,-0.20645797500286664,5
DNR,31,2.5578125,-0.01796875,-0.4159832588005963,5
DWI,0,4.404296875,0.171875,0.8626789222064053,5
DWI,1,4.25703125,0.024609375,0.16355831585821945,5
DWI,2,4.2453125,0.012890625,0.030982203446041447,5
DWI,3,4.269140625,0.03671875,0.1930780436035981,5
DWI,4,4.233984375,0.0015625,-0.030834392044613846,5
DWI,5,4.215625,-0.016796875,-0.08397797370314249,5
DWI,6,4.222265625,-0.01015625,-0.027414627053006995,5
DWI,7,4.20859375,-0.023828125,-0.08958307184440262,5
DWI,8,4.209375,-0.023046875,-0.09961174633787942,5
DWI,9,4.221875,-0.010546875,-0.025949855351976865,5
DWI,10,4.235546875,0.003125,-0.007859387835279837,5
DWI,11,4.2171875,-0.015234375,-0.11620897174899106,5
DWI,12,4.225,-0.007421875,-0.01058530151587046,5
DWI,13,4.2421875,0.009765625,0.02703234299184154,5
DWI,14,4.228515625,-0.00390625,-0.034767032496058545,5
DWI,15,4.225390625,-0.00703125,-0.09873911313159142,5
DWI,16,4.2453125,0.012890625,0.08057392355849444,5
DWI,17,4.2234375,-0.008984375,-0.06532603205216513,5
DWI,18,4.246484375,0.0140625,0.04166480435525758,5
DWI,19,4.23125,-0.001171875,0.02498209119713459,5
DWI,20,4.242578125,0.01015625,0.05860635328812763,5
DWI,21,4.269921875,0.0375,0.21836389564933442,5
DWI,22,4.2515625,0.019140625,0.09770428025490706,5
DWI,23,4.237890625,0.00546875,-0.04077847168011102,5
DWI,24,4.251953125,0.01953125,0.1300850795691683,5
DWI,25,4.25078125,0.018359375,0.11113894373778654,5
DWI,26,4.20390625,-0.028515625,-0.21609202879694686,5
DWI,27,4.237890625,0.00546875,0.013158046460842987,5
DWI,28,4.2390625,0.006640625,0.010174853183532067,5
DWI,29,4.236328125,0.00390625,0.0004914461230758227,5
DWI,30,4.241796875,0.009375,0.028071028046920042,5
DWI,31,4.236328125,0.00390625,0.005763088477649702,5
EBL,0,1.85,-0.265234375,-5.909655247972351,5
EBL,1,2.144140625,0.02890625,-0.3466342436823265,5
EBL,2,2.105859375,-0.009375,-1.0463483988225317,5
EBL,3,2.09375,-0.021484375,-0.4082687868354332,5
EBL,4,2.11171875,-0.003515625,0.057924844644260384,5
EBL,5,2.1,-0.015234375,-0.5710903288231346,5
EBL,6,2.085546875,-0.0296875,-0.7515779895725118,5
EBL,7,2.1,-0.015234375,-0.2871281869912424,5
EBL,8,2.093359375,-0.021875,-0.6974930837012395,5
EBL,9,2.098828125,-0.01640625,-0.04875605532026713,5
EBL,10,2.108984375,-0.00625,-0.10484948429866263,5
EBL,11,2.096484375,-0.01875,-0.5720433987993332,5
EBL,12,2.095703125,-0.01953125,-0.597370501031487,5
EBL,13,2.1140625,-0.001171875,0.040680201480566655,5
EBL,14,2.1125,-0.002734375,-0.1231750714617422,5
EBL,15,2.107421875,-0.0078125,-0.15490198026107946,5
EBL,16,2.112890625,-0.00234375,-0.25088636813225984,5
EBL,17,2.105078125,-0.01015625,-0.0961589919897893,5
EBL,18,2.10546875,-0.009765625,-0.11091895561463427,5
EBL,19,2.1015625,-0.013671875,-0.2965851874159848,5
EBL,20,2.112890625,-0.00234375,-0.02956328935330762,5
EBL,21,2.10546875,-0.009765625,-0.006639349448235643,5
EBL,22,2.09921875,-0.016015625,-0.043299971866618256,5
EBL,23,2.109765625,-0.00546875,0.013679953889935615,5
EBL,24,2.109375,-0.005859375,-0.00170466149467976,5
EBL,25,2.110546875,-0.0046875,0.017981029158752816,5
EBL,26,2.108984375,-0.00625,-0.017494682284700545,5
EBL,27,2.11796875,0.002734375,0.06395571586381084,5
EBL,28,2.1171875,0.001953125,-0.06555248984646427,5
EBL,29,2.10625,-0.008984375,0.03210483037932824,5
EBL,30,2.1203125,0.005078125,0.01326415347413521,5
EBL,31,2.117578125,0.00234375,-0.0944281542181725,5
ECG,0,1.19453125,-0.004296875,-0.03415938826335543,5
ECG,1,1.194921875,-0.00390625,-0.007038128310358131,5
ECG,2,1.188671875,-0.01015625,-0.050115254918416494,5
ECG,3,1.1890625,-0.009765625,-0.05683994528043775,5
ECG,4,1.18828125,-0.010546875,-0.034912280245917575,5
ECG,5,1.18828125,-0.010546875,-0.03636696490473661,5
ECG,6,1.183984375,-0.01484375,-0.06871990608120719,5
ECG,7,1.186328125,-0.0125,-0.044782349433512225,5
ECG,8,1.196484375,-0.00234375,0.003145118998592171,5
ECG,9,1.19453125,-0.004296875,-0.013488224857733901,5
ECG,10,1.187890625,-0.0109375,-0.03772668280192219,5
ECG,11,1.18671875,-0.012109375,-0.04376863446630889,5
ECG,12,1.189453125,-0.009375,-0.028206882037251396,5
ECG,13,1.19453125,-0.004296875,-0.009315858236666868,5
ECG,14,1.189453125,-0.009375,-0.04755115235431393,5
ECG,15,1.187109375,-0.01171875,-0.03321582658107966,5
ECG,16,1.199609375,0.00078125,-0.005161333068309815,5
ECG,17,1.1890625,-0.009765625,-0.031021284593256017,5
ECG,18,1.19296875,-0.005859375,-0.018962432915921288,5
ECG,19,1.1890625,-0.009765625,-0.048374197621803644,5
ECG,20,1.19375,-0.005078125,-0.010961948771646293,5
ECG,21,1.194140625,-0.0046875,-0.01013890350415658,5
ECG,22,1.19375,-0.005078125,-0.014470868848433826,5
ECG,23,1.1875,-0.011328125,-0.03576815032203389,5
ECG,24,1.19375,-0.005078125,-0.01658900005153235,5
ECG,25,1.182421875,-0.01640625,-0.07545812909849998,5
ECG,26,1.1875,-0.011328125,-0.036495492651443404,5
ECG,27,1.18671875,-0.012109375,-0.0444959767957184,5
ECG,28,1.19375,-0.005078125,-0.011152618471359923,5
ECG,29,1.191796875,-0.00703125,-0.020958791873824552,5
ECG,30,1.18671875,-0.012109375,-0.03905959521554597,5
ECG,31,1.19453125,-0.004296875,-0.008588515907257356,5
ECT,0,3.338671875,-0.03046875,-0.1525271600626626,5
ECT,1,3.39453125,0.025390625,0.11179473368427426,5
ECT,2,3.4015625,0.032421875,0.1182239398836979,5
ECT,3,3.3859375,0.016796875,0.06516930231158094,5
ECT,4,3.391796875,0.02265625,0.08202086174894482,5
ECT,5,3.38515625,0.016015625,0.058961708528488796,5
ECT,6,3.372265625,0.003125,0.0057330214661187985,5
ECT,7,3.379296875,0.01015625,0.0334428675982006,5
ECT,8,3.36484375,-0.004296875,-0.04867084942831282,5
ECT,9,3.36796875,-0.001171875,-0.001151517872816668,5
ECT,10,3.3578125,-0.011328125,-0.07742692515630957,5
ECT,11,3.366796875,-0.00234375,-0.05942778033894778,5
ECT,12,3.3578125,-0.011328125,-0.06870956106362638,5
ECT,13,3.36796875,-0.001171875,-0.025939125827556163,5
ECT,14,3.373046875,0.00390625,0.01565591138759817,5
ECT,15,3.362890625,-0.00625,-0.05490371317788698,5
ECT,16,3.369140625,0.0,0.019863793071056925,5
ECT,17,3.371484375,0.00234375,0.022711652759611338,5
ECT,18,3.355859375,-0.01328125,-0.08525744866173399,5
ECT,19,3.369921875,0.00078125,-0.009199616571040719,5
ECT,20,3.36484375,-0.004296875,-0.038714140623155834,5
ECT,21,3.3703125,0.001171875,0.015309571873981515,5
ECT,22,3.36796875,-0.001171875,-0.015406976255533628,5
ECT,23,3.35703125,-0.012109375,-0.08889000258203936,5
ECT,24,3.3703125,0.001171875,0.015663892013398094,5
ECT,25,3.37734375,0.008203125,0.02237932666088081,5
ECT,26,3.373046875,0.00390625,0.013556389418301482,5
ECT,27,3.373046875,0.00390625,0.012298682875368816,5
ECT,28,3.36328125,-0.005859375,-0.018493578423142108,5
