layer,head,ac_answer_logprob_diff_mean,ac_primary_lp_mean,ac_alt_lp_mean,ac_kl_div_mean,ac_normalized_mean,ac_ie_mean,ac_ie_median,ca_answer_logprob_diff_mean,ca_primary_lp_mean,ca_alt_lp_mean,ca_kl_div_mean,ca_normalized_mean,ca_ie_mean,ca_ie_median,aa_ie_mean,aa_ie_median,cc_ie_mean,cc_ie_median,ac_answer_logprob_diff_median,ca_answer_logprob_diff_median,bidirectional_ie_mean,bidirectional_ie_median,p_ac_ie_gt_zero,p_ca_ie_lt_zero,p_bidirectional_ie_gt_zero,bidirectional_ie_bootstrap_ci_2_5,bidirectional_ie_bootstrap_ci_97_5,bootstrap_resamples
0,0,-0.2568315241887019,-1.5798219651442307,-1.3229904409555289,0.00210553562522172,-0.0027604449591606636,-0.008148287259615385,-0.005859375,2.6430484713040867,-0.9465657865084134,-3.5896142578124994,0.0007809126363210402,-0.00020938671103682747,-9.587214543269206e-05,0.0,-0.0018585674579326924,-0.0016601562500000002,-0.0021991436298076923,-0.0012939453125,-0.156640625,2.399462890625,-0.008052415114182693,-0.00859375,0.36923076923076925,0.49230769230769234,0.36923076923076925,-0.012520381047175483,-0.0037101276104266876,5000
0,1,-0.25015409029447117,-1.5770087139423075,-1.3268546236478367,0.0024025204474351722,-0.0004070282044213565,-0.0014708533653846158,-0.0008300781250000001,2.6444203538161055,-0.9459030386117787,-3.5903233924278846,0.0008126610742741214,0.0012105429468794757,0.0012760103665865384,0.0010009765625,-0.0006284743088942305,-0.00078125,-0.004505896935096154,-0.0015625,-0.140625,2.390576171875,-0.0027468637319711534,-0.0014160156250000002,0.46923076923076923,0.45384615384615384,0.46923076923076923,-0.007221149151141827,0.0016119126539963884,5000
0,2,-0.2496559495192308,-1.5762950721153848,-1.326639122596154,0.005661611093113657,-0.0021017027981516056,-0.0009727125901442304,-0.0009765625,2.643614783653846,-0.944867412860577,-3.588482196514423,0.000971323439600126,7.86702474773427e-05,0.00047044020432692287,0.0,-0.0010403207632211538,-0.00078125,-0.004548245943509616,-0.0025634765625,-0.15664062499999998,2.3986572265625,-0.0014431527944711539,-0.00625,0.46923076923076923,0.47692307692307695,0.4153846153846154,-0.010896310659555288,0.008436046893780033,5000
0,3,-0.2341224083533654,-1.5695049579326923,-1.335382549579327,0.01086343876944727,0.005669793428964945,0.014560828575721154,0.0001708984375,2.646723445012019,-0.9447136042668269,-3.591437049278846,0.0016328637734309356,-0.0020610527929723504,0.0035791015625000005,0.0009521484375,-0.0013028658353365385,-0.001171875,-0.004393028846153846,-0.0021484375,-0.15585937500000002,2.3873046875000004,0.010981727013221153,-0.00078125,0.5,0.45384615384615384,0.4461538461538462,-0.0031961012620192325,0.028937194824218727,5000
0,4,-0.25226393479567305,-1.5770582932692307,-1.3247943584735578,0.0012816595665692137,-0.0006427585254547907,-0.0035806978665865385,-0.0015625,2.643060302734375,-0.947268348106971,-3.590328650841346,0.0007437931920773724,8.681091378547572e-05,-8.404071514423088e-05,0.0017578125,-0.0006854717548076925,0.0,-0.0044806377704326925,-0.0022216796875000003,-0.15,2.3961425781249996,-0.0034966571514423064,-0.003515625,0.4,0.46923076923076923,0.4230769230769231,-0.0073127840482271654,0.0002493262657752372,5000
0,5,-0.2511822040264423,-1.576708984375,-1.3255267803485578,0.0014206061173114052,-0.0002783659758648689,-0.0024989670973557697,-0.0025390624999999997,2.641477238581731,-0.9471153846153846,-3.5885926231971155,0.000718702061913548,0.0007647838744657055,-0.0016671048677884613,-0.00234375,-0.00026263897235576946,0.00078125,-0.003929255558894231,-0.0015625,-0.17578125,2.3888671875,-0.0008318622295673076,-0.001708984375,0.4230769230769231,0.5461538461538461,0.45384615384615384,-0.0046638160118689905,0.0030737915039062464,5000
0,6,-0.24825364332932692,-1.5755055588942306,-1.3272519155649039,0.0029732374658893233,-0.00011503506190048872,0.0004295935997596159,0.0,2.6436606069711535,-0.9457087590144231,-3.5893693659855765,0.0009486536951366311,-0.001646279531727989,0.0005162635216346156,-0.00078125,-0.0008010629507211539,-0.0017578125,-0.004319974459134615,-0.002392578125,-0.15234375,2.381396484375,-8.666992187499983e-05,-0.0016601562500000002,0.49230769230769234,0.5384615384615384,0.45384615384615384,-0.00639422607421875,0.006267366849459127,5000
0,7,-0.2523073167067308,-1.5778342848557692,-1.3255269681490387,0.0017501436442005623,-0.0007466849341710711,-0.0036240797776442304,-0.0009765625,2.6426198167067305,-0.9468096454326922,-3.5894294621394227,0.0007946249288111028,0.0002661492282347919,-0.0005245267427884615,-0.00078125,-0.0024864783653846152,-0.003125,-0.003429706280048077,-0.00380859375,-0.156640625,2.393115234375,-0.003099553034855769,-0.000390625,0.43846153846153846,0.5076923076923077,0.4846153846153846,-0.00739721444936899,0.0012764845628004799,5000
0,8,-0.2501976600060097,-1.5761868990384615,-1.325989239032452,0.0013695077670217045,-0.0005354301324443316,-0.001514423076923077,-0.0015625,2.6432111065204325,-0.9468459848257211,-3.590057091346154,0.000751339845365611,0.0002707362665364161,6.676307091346166e-05,-0.001513671875,-0.0010532789963942307,-0.0015625,-0.004033109224759615,-0.00390625,-0.157421875,2.3900634765625,-0.0015811861478365384,-0.0007080078125000001,0.43846153846153846,0.5384615384615384,0.47692307692307695,-0.005666116567758415,0.0024185931865985492,5000
0,9,-0.2531038724459135,-1.5785021033653848,-1.3253982309194712,0.001366652631665972,-0.0007584348263386746,-0.004420635516826922,-0.003662109375,2.642052659254808,-0.9468426983173078,-3.5888953575721154,0.0007540154046010121,0.0012856171372802301,-0.0010916841947115384,-0.00078125,-0.0009943096454326924,-0.00078125,-0.0018442007211538459,-0.00172119140625,-0.1546875,2.383740234375,-0.003328951322115385,-0.0015625,0.3384615384615385,0.5384615384615384,0.45384615384615384,-0.006731891338641827,0.0001669827974759583,5000
