ABBR,layer,head,ac_answer_logprob_diff,ac_primary_lp,ac_alt_lp,ac_kl_div,ac_normalized,ac_ie,ca_answer_logprob_diff,ca_primary_lp,ca_alt_lp,ca_kl_div,ca_normalized,ca_ie,aa_ie,cc_ie,bidirectional_ie,ac_count,ca_count,bie_count
AAA,2,26,1.525390625,-0.583984375,-2.109375,0.001193331477322092,0.002245657986857977,0.015625,5.943359375,-0.369140625,-6.3125,0.0013595563120493259,-0.014924378537507065,0.0615234375,0.033203125,0.02734375,-0.0458984375,2,2,2
AAA,2,27,1.517578125,-0.595703125,-2.11328125,0.0017035182816411525,0.0014508523757707653,0.0078125,5.9140625,-0.3671875,-6.28125,0.0009632655085896004,-0.007078177324526997,0.0322265625,0.0478515625,0.03515625,-0.0244140625,2,2,2
AAA,2,28,1.537109375,-0.595703125,-2.1328125,0.0017284028500412834,0.004859301060303161,0.02734375,5.90625,-0.359375,-6.265625,0.0008030547790049323,-0.008251512007490447,0.0244140625,-0.0478515625,0.041015625,0.0029296875,2,2,2
AAA,2,29,1.515625,-0.59375,-2.109375,0.0014896699373708345,-5.271992644515899e-06,0.005859375,5.865234375,-0.353515625,-6.21875,0.00026773391368168373,0.00483251933766902,-0.0166015625,0.0068359375,0.017578125,0.0224609375,2,2,2
AAA,2,30,1.55859375,-0.58203125,-2.140625,0.001614550220857956,0.012348061171985052,0.048828125,5.9228515625,-0.3583984375,-6.28125,0.001837753037392635,-0.009694456394294438,0.041015625,-0.0224609375,-0.001953125,0.0078125,2,2,2
AAA,2,31,1.546875,-0.59375,-2.140625,0.0012717951874034576,0.009734418098539869,0.037109375,5.912109375,-0.353515625,-6.265625,0.0007202531576634978,-0.006496781975689788,0.0302734375,0.0224609375,0.029296875,0.0068359375,2,2,2
AAA,3,0,1.53515625,-0.59375,-2.12890625,0.0012666696674806712,0.004933952476149505,0.025390625,5.892578125,-0.357421875,-6.25,0.0020170129202806753,-0.002432286526473838,0.0107421875,0.009765625,0.0390625,0.0146484375,2,2,2
AAA,3,1,1.54296875,-0.58984375,-2.1328125,0.0013331554850762439,0.008134262891076414,0.033203125,5.90625,-0.359375,-6.265625,0.0007743898366320676,-0.00475259592917816,0.0244140625,0.0322265625,0.005859375,0.0087890625,2,2,2
AAA,3,2,1.53515625,-0.59375,-2.12890625,0.001419001801277284,0.004933952476149505,0.025390625,5.900390625,-0.349609375,-6.25,0.0018649051258636433,-0.005632596941400747,0.0185546875,0.0244140625,0.0078125,0.0068359375,2,2,2
AAA,3,3,1.5078125,-0.58984375,-2.09765625,0.001170228281413446,-0.0005813953488372093,-0.001953125,5.9072265625,-0.3583984375,-6.265625,0.0018309553211553037,-0.006792751642752908,0.025390625,0.0400390625,0.029296875,-0.02734375,2,2,2
