layer,head,patched_logit_difference,indirect_effect,normalized_restoration,c_to_b_patched_logit_difference,c_to_b_indirect_effect,c_to_b_normalized_restoration,indirect_effect_difference_a_minus_c
2,22,2.1639993990384614,-0.0021634615384615386,-0.03704064263904461,2.165380108173077,-0.0007827524038461538,-0.0006067913782667964,-0.0013807091346153843
2,23,2.1645853365384613,-0.0015775240384615385,-0.039904503390561195,2.1648527644230766,-0.0013100961538461539,-0.0005112676875633275,-0.0002674278846153848
2,24,2.164852764423077,-0.0013100961538461537,-0.04792946065937122,2.1648302283653846,-0.0013326322115384613,-0.0013442117115400123,2.2536057692307612e-05
2,25,2.164317908653846,-0.0018449519230769233,-0.03839376108582618,2.165115685096154,-0.0010471754807692306,-0.0007278005221187651,-0.0007977764423076925
2,26,2.164753605769231,-0.001409254807692308,-0.03464202171482731,2.1659645432692307,-0.00019831730769230796,-0.0018734020111370923,-0.0012109375
2,27,2.163524639423077,-0.002638221153846154,-0.032437754132765124,2.1656069711538466,-0.0005558894230769232,-0.0011709626360804388,-0.0020823317307692305
2,28,2.164881310096154,-0.0012815504807692309,-0.032561923523264424,2.1646439302884617,-0.0015189302884615384,-0.00030283855920445915,0.00023737980769230786
2,29,2.166350661057692,0.0001878004807692305,-0.026383837141838902,2.1657496995192305,-0.0004131610576923079,-0.0014378989019445906,0.0006009615384615385
2,30,2.165353064903846,-0.0008097956730769228,-0.03836818128118206,2.1659374999999996,-0.00022536057692307683,-0.0020499280137096358,-0.0005844350961538465
2,31,2.1643028846153847,-0.0018599759615384622,-0.031153426892434635,2.1650465745192307,-0.0011162860576923075,-0.0011760283136036192,-0.0007436899038461537
3,0,2.165447716346154,-0.0007151442307692306,-0.03973907154279156,2.163467548076923,-0.0026953125000000002,0.0009513776645255787,0.0019801682692307692
3,1,2.1648768028846157,-0.0012860576923076925,-0.03781477313691877,2.1648888221153846,-0.0012740384615384617,-0.0011491361024487886,-1.2019230769230754e-05
3,2,2.165420673076923,-0.0007421875000000001,-0.03198959142593142,2.165576923076923,-0.0005859375,0.0012795327825180012,-0.00015624999999999973
3,3,2.165268930288462,-0.0008939302884615388,-0.053814934940982675,2.16466796875,-0.0014948918269230768,-0.0008352639500654067,0.0006009615384615386
3,4,2.1671619591346154,0.0009990985576923067,-0.013329183369269531,2.156568509615384,-0.00959435096153846,-0.001259754083654012,0.010593449519230767
3,5,2.1662830528846153,0.00012019230769230785,-0.029814983000643988,2.1662845552884615,0.00012169471153846177,-0.0011595758877004428,-1.5024038461537875e-06
3,6,2.1643524639423077,-0.0018103966346153847,-0.02780738569301099,2.1661298076923075,-3.3052884615384764e-05,0.0003005183601437003,-0.0017773437499999996
3,7,2.168981370192308,0.0028185096153846155,-0.029974915070325955,2.1618149038461536,-0.00434795673076923,-0.0005625083929188605,0.007166466346153846
3,8,2.1654326923076925,-0.0007301682692307696,-0.04938243084096179,2.164322415865385,-0.0018404447115384613,-0.00161380705000773,0.0011102764423076919
3,9,2.1657241586538456,-0.00043870192307692284,-0.042537416348051554,2.165085637019231,-0.0010772235576923077,-0.0006069259734602274,0.0006385216346153847
3,10,2.1650375600961542,-0.0011253004807692307,-0.03557212441782262,2.1622295673076923,-0.003933293269230769,0.0016615800765038052,0.002807992788461539
3,11,2.1647896634615384,-0.0013731971153846153,-0.04972769351638573,2.163701923076923,-0.0024609375,-0.0011339203443109706,0.0010877403846153847
3,12,2.1677554086538464,0.001592548076923077,-0.000993210144432213,2.163849158653846,-0.002313701923076923,-0.0008319712874583302,0.003906250000000001
3,13,2.16682842548077,0.0006655649038461538,-0.023740726909755375,2.1645387620192307,-0.0016240985576923077,0.0016762834582582013,0.0022896634615384615
3,14,2.170193810096154,0.004030949519230769,-0.02772005232122447,2.1600345552884614,-0.006128305288461538,0.003316510936809429,0.010159254807692308
3,15,2.166820913461538,0.0006580528846153843,-0.026907562780538446,2.158252704326923,-0.007910156249999998,0.002640156948975505,0.008568209134615383
3,16,2.165386117788462,-0.0007767427884615383,-0.029647788642949226,2.1644080528846152,-0.001754807692307692,-0.0005966068816799074,0.000978064903846154
3,17,2.1648557692307695,-0.001307091346153846,-0.026037176007851288,2.1653290264423077,-0.0008338341346153846,-0.0005134053750049002,-0.00047325721153846154
3,18,2.1668299278846153,0.0006670673076923075,-0.0369366495662239,2.16671875,0.0005558894230769229,-0.001744706933156865,0.0001111778846153847
3,19,2.1640895432692306,-0.0020733173076923077,-0.03694386984522782,2.1642172475961536,-0.0019456129807692304,0.0014690395489659323,-0.00012770432692307704
3,20,2.1656881009615385,-0.0004747596153846155,-0.03669746218271027,2.164592848557692,-0.0015700120192307695,0.0019478854610378328,0.0010952524038461537
3,21,2.1666271033653848,0.0004642427884615387,-0.045651124382140106,2.163640324519231,-0.0025225360576923072,0.0018325796755371522,0.0029867788461538465
3,22,2.172444411057693,0.006281550480769231,-0.03853372928401621,2.1584600360576918,-0.00770282451923077,0.003266600044629053,0.013984375
3,23,2.1606219951923076,-0.005540865384615384,-0.016083755707439473,2.1653350360576926,-0.0008278245192307696,0.00238204332051547,-0.004713040865384616
3,24,2.1665489783653844,0.00038611778846153847,-0.04477567607828297,2.163252704326923,-0.00291015625,-0.0008130221752611415,0.0032962740384615383
3,25,2.164568810096154,-0.001594050480769231,-0.03278597955215541,2.1647986778846153,-0.0013641826923076923,-0.0007845457295374068,-0.00022986778846153863
3,26,2.1662004206730767,3.756009615384599e-05,-0.03788779582882361,2.1654702524038463,-0.0006926081730769231,0.0007036959405883532,0.0007301682692307692
3,27,2.164676983173077,-0.001485877403846154,-0.029125551437793506,2.164725060096154,-0.001437800480769231,0.00019664221949843244,-4.807692307692294e-05
3,28,2.164920372596154,-0.0012424879807692308,-0.039051633509473244,2.1639032451923077,-0.0022596153846153847,0.0019624485653228067,0.001017127403846154
3,29,2.1671274038461537,0.0009645432692307691,-0.03552476045893456,2.1652028245192305,-0.0009600360576923077,0.00032776202798608507,0.0019245793269230768
3,30,2.166020132211538,-0.00014272836538461547,-0.05507482040722441,2.1634209735576926,-0.002741887019230769,-0.0011975544050829587,0.0025991586538461537
3,31,2.164747596153846,-0.0014152644230769232,-0.02755752116734626,2.164538762019231,-0.0016240985576923075,0.0012191006165517592,0.00020883413461538465
4,0,2.1649338942307694,-0.0012289663461538462,-0.03630006763990482,2.1654612379807694,-0.0007016225961538462,0.0010218459247144493,-0.0005273437499999999
4,1,2.1654296875,-0.0007331730769230772,-0.026479113940577448,2.1647986778846153,-0.0013641826923076925,0.0003073727054766766,0.000631009615384615
4,2,2.1664212740384614,0.00025841346153846156,-0.038304600796253314,2.166245492788462,8.263221153846154e-05,-0.0016332163525544121,0.00017578125000000005
