ABBR,layer,head,ac_answer_logprob_diff,ac_primary_lp,ac_alt_lp,ac_kl_div,ac_normalized,ac_ie,ca_answer_logprob_diff,ca_primary_lp,ca_alt_lp,ca_kl_div,ca_normalized,ca_ie,aa_ie,cc_ie,bidirectional_ie,ac_count,ca_count,bie_count
ACL,1,21,-0.72216796875,-1.025390625,-0.30322265625,0.003997269657661814,-0.014079615642269875,-0.03173828125,1.73046875,-0.75390625,-2.484375,0.0017938406002147294,0.0017366115083579776,-0.005859375,-0.009765625,-0.001953125,-0.02587890625,2,2,2
ACL,1,22,-0.671875,-1.0078125,-0.3359375,0.0015122185550170857,0.006897749841079318,0.0185546875,1.71875,-0.75,-2.46875,0.002188719795142652,0.0066424238595549166,-0.017578125,-0.017578125,0.0126953125,0.0361328125,2,2,2
ACL,1,23,-0.6962890625,-1.021484375,-0.3251953125,0.003532435050803608,-0.0038854955100794545,-0.005859375,1.71875,-0.75,-2.46875,0.000563957820575499,0.006437768240343348,-0.017578125,-0.02734375,0.01953125,0.01171875,2,2,2
ACL,1,24,-0.7158203125,-1.025390625,-0.3095703125,0.0037988485457642056,-0.011959521619135235,-0.025390625,1.73828125,-0.75390625,-2.4921875,0.0016687249305926126,-0.0019432412975297873,0.001953125,0.00390625,0.0126953125,-0.02734375,2,2,2
ACL,1,25,-0.6669921875,-0.998046875,-0.3310546875,0.0025051934796542054,0.00919765784475917,0.0234375,1.732421875,-0.744140625,-2.4765625,0.0009020661346348655,0.0020445820221554516,-0.00390625,-0.0078125,0.00390625,0.02734375,2,2,2
ACL,1,26,-0.68408203125,-1.00390625,-0.31982421875,0.002687350957673221,0.003450355548009839,0.00634765625,1.734375,-0.7421875,-2.4765625,0.0005882599989771055,-0.0007172817522206124,-0.001953125,0.005859375,-0.001953125,0.00830078125,2,2,2
ACL,1,27,-0.67578125,-1.015625,-0.33984375,0.0015532103110164526,0.00649041277261642,0.0146484375,1.734375,-0.734375,-2.46875,0.0021110267437281934,0.00010134072462566427,-0.001953125,-0.001953125,0.0009765625,0.0166015625,2,2,2
ACL,1,28,-0.67578125,-1.00390625,-0.328125,0.00180597554444355,0.004955495628529651,0.0146484375,1.74609375,-0.73828125,-2.484375,0.0009794300270688995,-0.004395160388148136,0.009765625,-0.013671875,0.00390625,0.0048828125,2,2,2
ACL,1,29,-0.67578125,-1.00390625,-0.328125,0.004637728199094084,0.004546184390106514,0.0146484375,1.720703125,-0.755859375,-2.4765625,0.0006869328062250716,0.006336427515717683,-0.015625,-0.009765625,0.00341796875,0.0302734375,2,2,2
ACL,1,30,-0.6806640625,-1.005859375,-0.3251953125,0.0022674330182221054,0.0038835213401192136,0.009765625,1.728515625,-0.748046875,-2.4765625,0.001567920512937431,0.002656574709829919,-0.0078125,-0.015625,0.015625,0.017578125,2,2,2
ACL,1,31,-0.7001953125,-1.01953125,-0.3193359375,0.004024032228107842,-0.005111455055388629,-0.009765625,1.712890625,-0.763671875,-2.4765625,0.0016979424497915359,0.00940231346397074,-0.0234375,0.0078125,0.0029296875,0.013671875,2,2,2
ACL,2,0,-0.6806640625,-1.00390625,-0.3232421875,0.006603948440573928,0.002246276386426661,0.009765625,1.736328125,-0.740234375,-2.4765625,0.001201313416746527,0.0,0.0,-0.00390625,0.01953125,0.009765625,2,2,2
ACL,2,1,-0.6689453125,-1.0,-0.3310546875,0.0026292123541056707,0.00827769464328723,0.021484375,1.720703125,-0.763671875,-2.484375,0.0011482349228105978,0.005517805038871407,-0.015625,-0.009765625,0.025390625,0.037109375,2,2,2
ACL,2,2,-0.7001953125,-1.021484375,-0.3212890625,0.0023528397974279837,-0.005213782864994413,-0.009765625,1.71875,-0.75,-2.46875,0.002526590484658366,0.007461046336401193,-0.017578125,-0.009765625,-0.001953125,0.0078125,2,2,2
ACL,2,3,-0.671875,-0.99609375,-0.32421875,0.0034678997223350568,0.006488438602656179,0.0185546875,1.72265625,-0.73828125,-2.4609375,0.0006401351018020349,0.005007153075822604,-0.013671875,-0.017578125,0.0234375,0.0322265625,2,2,2
ACL,2,4,-0.6923828125,-1.01171875,-0.3193359375,0.002735250476804041,-0.001840913487924002,-0.001953125,1.73828125,-0.75390625,-2.4921875,0.0015986808591025043,-0.0019432412975297873,0.001953125,-0.00390625,0.015625,-0.00390625,2,2,2
ACL,2,5,-0.6669921875,-0.998046875,-0.3310546875,0.002603356713313855,0.009504641273576524,0.0234375,1.73828125,-0.73828125,-2.4765625,0.0006427362574141525,-0.0015339300591066486,0.001953125,-0.009765625,-0.0009765625,0.021484375,2,2,2
ACL,2,6,-0.671875,-0.99609375,-0.32421875,0.003301328284444524,0.006488438602656179,0.0185546875,1.724609375,-0.744140625,-2.46875,0.0024568219055844764,0.0038825342551390934,-0.01171875,-0.01953125,0.021484375,0.0302734375,2,2,2
ACL,2,7,-0.6376953125,-0.9921875,-0.3544921875,0.005900332600620114,0.02146218872275152,0.052734375,1.724609375,-0.751953125,-2.4765625,0.0029573765481133727,0.004496501112773801,-0.01171875,-0.01171875,0.005859375,0.064453125,2,2,2
ACL,2,8,-0.6796875,-1.009765625,-0.330078125,0.0028100672981101558,0.0032178970351915536,0.0107421875,1.75,-0.7421875,-2.4921875,0.0019040589175529938,-0.006235086791092019,0.013671875,-0.013671875,0.0068359375,-0.0029296875,2,2,2
ACL,2,9,-0.689453125,-1.013671875,-0.32421875,0.003186893814598607,-0.0013819189721681526,0.0009765625,1.73046875,-0.73828125,-2.46875,0.0005509040624297897,0.002145922746781116,-0.005859375,-0.009765625,-0.0009765625,0.0068359375,2,2,2
ACL,2,10,-0.673828125,-1.0,-0.326171875,0.0045820979452991925,0.005875458830001593,0.0166015625,1.71484375,-0.74609375,-2.4609375,0.0009867573093731898,0.0084823502624988,-0.021484375,-0.009765625,0.00390625,0.0380859375,2,2,2
ACL,2,11,-0.6796875,-1.0078125,-0.328125,0.005393341241813192,0.0028085857967684157,0.0107421875,1.724609375,-0.759765625,-2.484375,0.0017788642057469267,0.003677878635927524,-0.01171875,0.001953125,-0.009765625,0.0224609375,2,2,2
ACL,2,12,-0.6982421875,-1.01953125,-0.3212890625,0.0024917928781377405,-0.004089164044310903,-0.0078125,1.72265625,-0.73828125,-2.4609375,0.0007080621910958753,0.00582577555266888,-0.013671875,0.001953125,0.0107421875,0.005859375,2,2,2
ACL,2,13,-0.6806640625,-1.009765625,-0.3291015625,0.0018759040904111975,0.004497488197753921,0.009765625,1.736328125,-0.748046875,-2.484375,0.00048253466467117754,-0.0008186224768462766,0.0,-0.015625,-0.0029296875,0.009765625,2,2,2
