source_layer,source_head,downstream_layer_count,M_plus_AC,M_plus_CA,M_plus_residual,I_AC,I_CA,I_residual
18,14,14,0.01337694409676869,0.011996779776239105,0.012686861936503898,0.0017372197304212022,0.0017677611331691878,0.0017524904317951949
18,15,14,0.025771407591823198,0.02292916055677584,0.024350284074299514,0.011431572776200483,0.013234159280546009,0.012332866028373246
18,16,14,0.012523019427798538,0.011429677057008038,0.011976348242403288,-1.27960126974358e-06,0.0006307514420768711,0.00031473592040356376
18,17,14,0.012794741101280037,0.010868520461040785,0.01183163078116041,-4.292154899303569e-05,0.0004987269558597518,0.00022790270343335807
18,18,14,0.015387294004623773,0.012841275042360883,0.014114284523492325,0.0033245577612433406,0.0036991218525145087,0.003511839806878925
18,19,14,0.015462046509594938,0.012158854440960046,0.013810450475277495,0.0027388489998088515,0.0032190684054967276,0.0029789587026527896
18,20,14,0.016139046537635947,0.014008992496663602,0.015074019517149777,0.0038196503225663035,0.00465480516882053,0.004237227745693416
18,21,14,0.014679193227048665,0.012919133588080622,0.013799163407564643,0.00276699446621933,0.0033259117798479566,0.0030464531230336434
18,22,14,0.009877959762550858,0.008824548759847468,0.009351254261199165,-0.0023086298699126926,-0.002706128395490737,-0.0025073791327017148
18,23,14,0.012598085538206506,0.011990564967773511,0.012294325252990013,0.0006790430037085571,0.0013117129345914691,0.000995377969150013
18,24,14,0.0135331497881359,0.011651811238005141,0.012592480513070521,0.0006464143336415873,0.0013099690255330642,0.0009781916795873259
18,25,14,0.012780982001230559,0.011506230141782226,0.012143606071506394,0.00015991541818038968,0.0007901664321025237,0.0004750409251414567
18,26,14,0.013734954530178459,0.012201065753552714,0.012968010141865582,0.002105400701839244,0.002558395262940394,0.002331897982389819
18,27,14,0.012005103699821365,0.01109247239550675,0.011548788047664058,0.00028525318998617877,0.0008967850348199135,0.0005910191124030462
18,28,14,0.013410280471892631,0.012162599166449442,0.012786439819171033,0.0015408106947688792,0.0021432755701312088,0.001842043132450044
18,29,14,0.014529127644388174,0.013214872590232041,0.013872000117310107,0.003454054598705625,0.003999018278499733,0.003726536438602679
18,30,14,0.0132903003512236,0.012359125633654702,0.01282471299243915,0.001911398527909114,0.0023541159863214034,0.0021327572571152587
18,31,14,0.012699962239430613,0.011672014309655055,0.012185988274542833,0.0006307847667159194,0.001245572709217413,0.0009381787379666662
